app,module_id,sub_app,question_id,source_question_id,level,response_type,max_marks,prompt,correct_answer,answer_choices,accepted_answers,audio_path,audio_exists,question_asset,answer_asset,score_asset,instrument,family,clip_type,difficulty,composer,work,movement,performer,source,rights,notes
Melody Master,melodic-intervals,Melodic Intervals,MI-D-458,,Developing,multiple-choice interval number,1,Listen to the two piano notes and identify the interval number.,5th,Unison | 2nd | 3rd | 4th | 5th | 6th | 7th | Octave,5th,audio/piano/A3.mp3 | audio/piano/Ds4.mp3,yes | yes,modules/melodic-intervals/assets/treble-key-2-flat.png,,modules/melodic-intervals/assets/treble-key-2-flat.png,Piano,,ascending Diminished 5th,ascending and descending diatonic interval numbers from unison to octave,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,Key: B♭ major · Start: A4 · Target: E5 · Direction: ascending · Answer mode: number
Melody Master,melodic-intervals,Melodic Intervals,MI-D-459,,Developing,multiple-choice interval number,1,Listen to the two piano notes and identify the interval number.,Unison,Unison | 2nd | 3rd | 4th | 5th | 6th | 7th | Octave,Unison,audio/piano/As3.mp3 | audio/piano/As3.mp3,yes | yes,modules/melodic-intervals/assets/treble-key-2-flat.png,,modules/melodic-intervals/assets/treble-key-2-flat.png,Piano,,ascending Perfect unison,ascending and descending diatonic interval numbers from unison to octave,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,Key: B♭ major · Start: B4 · Target: B4 · Direction: ascending · Answer mode: number
Melody Master,melodic-intervals,Melodic Intervals,MI-D-460,,Developing,multiple-choice interval number,1,Listen to the two piano notes and identify the interval number.,2nd,Unison | 2nd | 3rd | 4th | 5th | 6th | 7th | Octave,2nd,audio/piano/As3.mp3 | audio/piano/C4.mp3,yes | yes,modules/melodic-intervals/assets/treble-key-2-flat.png,,modules/melodic-intervals/assets/treble-key-2-flat.png,Piano,,ascending Major 2nd,ascending and descending diatonic interval numbers from unison to octave,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,Key: B♭ major · Start: B4 · Target: C5 · Direction: ascending · Answer mode: number
Melody Master,melodic-intervals,Melodic Intervals,MI-D-461,,Developing,multiple-choice interval number,1,Listen to the two piano notes and identify the interval number.,3rd,Unison | 2nd | 3rd | 4th | 5th | 6th | 7th | Octave,3rd,audio/piano/As3.mp3 | audio/piano/D4.mp3,yes | yes,modules/melodic-intervals/assets/treble-key-2-flat.png,,modules/melodic-intervals/assets/treble-key-2-flat.png,Piano,,ascending Major 3rd,ascending and descending diatonic interval numbers from unison to octave,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,Key: B♭ major · Start: B4 · Target: D5 · Direction: ascending · Answer mode: number
Melody Master,melodic-intervals,Melodic Intervals,MI-D-462,,Developing,multiple-choice interval number,1,Listen to the two piano notes and identify the interval number.,4th,Unison | 2nd | 3rd | 4th | 5th | 6th | 7th | Octave,4th,audio/piano/As3.mp3 | audio/piano/Ds4.mp3,yes | yes,modules/melodic-intervals/assets/treble-key-2-flat.png,,modules/melodic-intervals/assets/treble-key-2-flat.png,Piano,,ascending Perfect 4th,ascending and descending diatonic interval numbers from unison to octave,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,Key: B♭ major · Start: B4 · Target: E5 · Direction: ascending · Answer mode: number
Melody Master,melodic-intervals,Melodic Intervals,MI-D-463,,Developing,multiple-choice interval number,1,Listen to the two piano notes and identify the interval number.,Unison,Unison | 2nd | 3rd | 4th | 5th | 6th | 7th | Octave,Unison,audio/piano/C4.mp3 | audio/piano/C4.mp3,yes | yes,modules/melodic-intervals/assets/treble-key-2-flat.png,,modules/melodic-intervals/assets/treble-key-2-flat.png,Piano,,ascending Perfect unison,ascending and descending diatonic interval numbers from unison to octave,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,Key: B♭ major · Start: C5 · Target: C5 · Direction: ascending · Answer mode: number
Melody Master,melodic-intervals,Melodic Intervals,MI-D-464,,Developing,multiple-choice interval number,1,Listen to the two piano notes and identify the interval number.,2nd,Unison | 2nd | 3rd | 4th | 5th | 6th | 7th | Octave,2nd,audio/piano/C4.mp3 | audio/piano/D4.mp3,yes | yes,modules/melodic-intervals/assets/treble-key-2-flat.png,,modules/melodic-intervals/assets/treble-key-2-flat.png,Piano,,ascending Major 2nd,ascending and descending diatonic interval numbers from unison to octave,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,Key: B♭ major · Start: C5 · Target: D5 · Direction: ascending · Answer mode: number
Melody Master,melodic-intervals,Melodic Intervals,MI-D-465,,Developing,multiple-choice interval number,1,Listen to the two piano notes and identify the interval number.,3rd,Unison | 2nd | 3rd | 4th | 5th | 6th | 7th | Octave,3rd,audio/piano/C4.mp3 | audio/piano/Ds4.mp3,yes | yes,modules/melodic-intervals/assets/treble-key-2-flat.png,,modules/melodic-intervals/assets/treble-key-2-flat.png,Piano,,ascending Minor 3rd,ascending and descending diatonic interval numbers from unison to octave,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,Key: B♭ major · Start: C5 · Target: E5 · Direction: ascending · Answer mode: number
Melody Master,melodic-intervals,Melodic Intervals,MI-D-466,,Developing,multiple-choice interval number,1,Listen to the two piano notes and identify the interval number.,Unison,Unison | 2nd | 3rd | 4th | 5th | 6th | 7th | Octave,Unison,audio/piano/D4.mp3 | audio/piano/D4.mp3,yes | yes,modules/melodic-intervals/assets/treble-key-2-flat.png,,modules/melodic-intervals/assets/treble-key-2-flat.png,Piano,,ascending Perfect unison,ascending and descending diatonic interval numbers from unison to octave,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,Key: B♭ major · Start: D5 · Target: D5 · Direction: ascending · Answer mode: number
Melody Master,melodic-intervals,Melodic Intervals,MI-D-467,,Developing,multiple-choice interval number,1,Listen to the two piano notes and identify the interval number.,2nd,Unison | 2nd | 3rd | 4th | 5th | 6th | 7th | Octave,2nd,audio/piano/D4.mp3 | audio/piano/Ds4.mp3,yes | yes,modules/melodic-intervals/assets/treble-key-2-flat.png,,modules/melodic-intervals/assets/treble-key-2-flat.png,Piano,,ascending Minor 2nd,ascending and descending diatonic interval numbers from unison to octave,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,Key: B♭ major · Start: D5 · Target: E5 · Direction: ascending · Answer mode: number
Melody Master,melodic-intervals,Melodic Intervals,MI-D-468,,Developing,multiple-choice interval number,1,Listen to the two piano notes and identify the interval number.,Unison,Unison | 2nd | 3rd | 4th | 5th | 6th | 7th | Octave,Unison,audio/piano/Ds4.mp3 | audio/piano/Ds4.mp3,yes | yes,modules/melodic-intervals/assets/treble-key-2-flat.png,,modules/melodic-intervals/assets/treble-key-2-flat.png,Piano,,ascending Perfect unison,ascending and descending diatonic interval numbers from unison to octave,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,Key: B♭ major · Start: E5 · Target: E5 · Direction: ascending · Answer mode: number
Melody Master,melodic-intervals,Melodic Intervals,MI-D-469,,Developing,multiple-choice interval number,1,Listen to the two piano notes and identify the interval number.,Unison,Unison | 2nd | 3rd | 4th | 5th | 6th | 7th | Octave,Unison,audio/piano/C3.mp3 | audio/piano/C3.mp3,yes | yes,modules/melodic-intervals/assets/treble-key-2-flat.png,,modules/melodic-intervals/assets/treble-key-2-flat.png,Piano,,descending Perfect unison,ascending and descending diatonic interval numbers from unison to octave,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,Key: B♭ major · Start: C4 · Target: C4 · Direction: descending · Answer mode: number
Melody Master,melodic-intervals,Melodic Intervals,MI-D-470,,Developing,multiple-choice interval number,1,Listen to the two piano notes and identify the interval number.,Unison,Unison | 2nd | 3rd | 4th | 5th | 6th | 7th | Octave,Unison,audio/piano/D3.mp3 | audio/piano/D3.mp3,yes | yes,modules/melodic-intervals/assets/treble-key-2-flat.png,,modules/melodic-intervals/assets/treble-key-2-flat.png,Piano,,descending Perfect unison,ascending and descending diatonic interval numbers from unison to octave,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,Key: B♭ major · Start: D4 · Target: D4 · Direction: descending · Answer mode: number
Melody Master,melodic-intervals,Melodic Intervals,MI-D-471,,Developing,multiple-choice interval number,1,Listen to the two piano notes and identify the interval number.,2nd,Unison | 2nd | 3rd | 4th | 5th | 6th | 7th | Octave,2nd,audio/piano/D3.mp3 | audio/piano/C3.mp3,yes | yes,modules/melodic-intervals/assets/treble-key-2-flat.png,,modules/melodic-intervals/assets/treble-key-2-flat.png,Piano,,descending Major 2nd,ascending and descending diatonic interval numbers from unison to octave,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,Key: B♭ major · Start: D4 · Target: C4 · Direction: descending · Answer mode: number
Melody Master,melodic-intervals,Melodic Intervals,MI-D-472,,Developing,multiple-choice interval number,1,Listen to the two piano notes and identify the interval number.,Unison,Unison | 2nd | 3rd | 4th | 5th | 6th | 7th | Octave,Unison,audio/piano/Ds3.mp3 | audio/piano/Ds3.mp3,yes | yes,modules/melodic-intervals/assets/treble-key-2-flat.png,,modules/melodic-intervals/assets/treble-key-2-flat.png,Piano,,descending Perfect unison,ascending and descending diatonic interval numbers from unison to octave,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,Key: B♭ major · Start: E4 · Target: E4 · Direction: descending · Answer mode: number
Melody Master,melodic-intervals,Melodic Intervals,MI-D-473,,Developing,multiple-choice interval number,1,Listen to the two piano notes and identify the interval number.,2nd,Unison | 2nd | 3rd | 4th | 5th | 6th | 7th | Octave,2nd,audio/piano/Ds3.mp3 | audio/piano/D3.mp3,yes | yes,modules/melodic-intervals/assets/treble-key-2-flat.png,,modules/melodic-intervals/assets/treble-key-2-flat.png,Piano,,descending Minor 2nd,ascending and descending diatonic interval numbers from unison to octave,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,Key: B♭ major · Start: E4 · Target: D4 · Direction: descending · Answer mode: number
Melody Master,melodic-intervals,Melodic Intervals,MI-D-474,,Developing,multiple-choice interval number,1,Listen to the two piano notes and identify the interval number.,3rd,Unison | 2nd | 3rd | 4th | 5th | 6th | 7th | Octave,3rd,audio/piano/Ds3.mp3 | audio/piano/C3.mp3,yes | yes,modules/melodic-intervals/assets/treble-key-2-flat.png,,modules/melodic-intervals/assets/treble-key-2-flat.png,Piano,,descending Minor 3rd,ascending and descending diatonic interval numbers from unison to octave,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,Key: B♭ major · Start: E4 · Target: C4 · Direction: descending · Answer mode: number
Melody Master,melodic-intervals,Melodic Intervals,MI-D-475,,Developing,multiple-choice interval number,1,Listen to the two piano notes and identify the interval number.,Unison,Unison | 2nd | 3rd | 4th | 5th | 6th | 7th | Octave,Unison,audio/piano/F3.mp3 | audio/piano/F3.mp3,yes | yes,modules/melodic-intervals/assets/treble-key-2-flat.png,,modules/melodic-intervals/assets/treble-key-2-flat.png,Piano,,descending Perfect unison,ascending and descending diatonic interval numbers from unison to octave,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,Key: B♭ major · Start: F4 · Target: F4 · Direction: descending · Answer mode: number
Melody Master,melodic-intervals,Melodic Intervals,MI-D-476,,Developing,multiple-choice interval number,1,Listen to the two piano notes and identify the interval number.,2nd,Unison | 2nd | 3rd | 4th | 5th | 6th | 7th | Octave,2nd,audio/piano/F3.mp3 | audio/piano/Ds3.mp3,yes | yes,modules/melodic-intervals/assets/treble-key-2-flat.png,,modules/melodic-intervals/assets/treble-key-2-flat.png,Piano,,descending Major 2nd,ascending and descending diatonic interval numbers from unison to octave,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,Key: B♭ major · Start: F4 · Target: E4 · Direction: descending · Answer mode: number
Melody Master,melodic-intervals,Melodic Intervals,MI-D-477,,Developing,multiple-choice interval number,1,Listen to the two piano notes and identify the interval number.,3rd,Unison | 2nd | 3rd | 4th | 5th | 6th | 7th | Octave,3rd,audio/piano/F3.mp3 | audio/piano/D3.mp3,yes | yes,modules/melodic-intervals/assets/treble-key-2-flat.png,,modules/melodic-intervals/assets/treble-key-2-flat.png,Piano,,descending Minor 3rd,ascending and descending diatonic interval numbers from unison to octave,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,Key: B♭ major · Start: F4 · Target: D4 · Direction: descending · Answer mode: number
Melody Master,melodic-intervals,Melodic Intervals,MI-D-478,,Developing,multiple-choice interval number,1,Listen to the two piano notes and identify the interval number.,4th,Unison | 2nd | 3rd | 4th | 5th | 6th | 7th | Octave,4th,audio/piano/F3.mp3 | audio/piano/C3.mp3,yes | yes,modules/melodic-intervals/assets/treble-key-2-flat.png,,modules/melodic-intervals/assets/treble-key-2-flat.png,Piano,,descending Perfect 4th,ascending and descending diatonic interval numbers from unison to octave,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,Key: B♭ major · Start: F4 · Target: C4 · Direction: descending · Answer mode: number
Melody Master,melodic-intervals,Melodic Intervals,MI-D-479,,Developing,multiple-choice interval number,1,Listen to the two piano notes and identify the interval number.,Unison,Unison | 2nd | 3rd | 4th | 5th | 6th | 7th | Octave,Unison,audio/piano/G3.mp3 | audio/piano/G3.mp3,yes | yes,modules/melodic-intervals/assets/treble-key-2-flat.png,,modules/melodic-intervals/assets/treble-key-2-flat.png,Piano,,descending Perfect unison,ascending and descending diatonic interval numbers from unison to octave,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,Key: B♭ major · Start: G4 · Target: G4 · Direction: descending · Answer mode: number
Melody Master,melodic-intervals,Melodic Intervals,MI-D-480,,Developing,multiple-choice interval number,1,Listen to the two piano notes and identify the interval number.,2nd,Unison | 2nd | 3rd | 4th | 5th | 6th | 7th | Octave,2nd,audio/piano/G3.mp3 | audio/piano/F3.mp3,yes | yes,modules/melodic-intervals/assets/treble-key-2-flat.png,,modules/melodic-intervals/assets/treble-key-2-flat.png,Piano,,descending Major 2nd,ascending and descending diatonic interval numbers from unison to octave,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,Key: B♭ major · Start: G4 · Target: F4 · Direction: descending · Answer mode: number
Melody Master,melodic-intervals,Melodic Intervals,MI-D-481,,Developing,multiple-choice interval number,1,Listen to the two piano notes and identify the interval number.,3rd,Unison | 2nd | 3rd | 4th | 5th | 6th | 7th | Octave,3rd,audio/piano/G3.mp3 | audio/piano/Ds3.mp3,yes | yes,modules/melodic-intervals/assets/treble-key-2-flat.png,,modules/melodic-intervals/assets/treble-key-2-flat.png,Piano,,descending Major 3rd,ascending and descending diatonic interval numbers from unison to octave,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,Key: B♭ major · Start: G4 · Target: E4 · Direction: descending · Answer mode: number
Melody Master,melodic-intervals,Melodic Intervals,MI-D-482,,Developing,multiple-choice interval number,1,Listen to the two piano notes and identify the interval number.,4th,Unison | 2nd | 3rd | 4th | 5th | 6th | 7th | Octave,4th,audio/piano/G3.mp3 | audio/piano/D3.mp3,yes | yes,modules/melodic-intervals/assets/treble-key-2-flat.png,,modules/melodic-intervals/assets/treble-key-2-flat.png,Piano,,descending Perfect 4th,ascending and descending diatonic interval numbers from unison to octave,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,Key: B♭ major · Start: G4 · Target: D4 · Direction: descending · Answer mode: number
Melody Master,melodic-intervals,Melodic Intervals,MI-D-483,,Developing,multiple-choice interval number,1,Listen to the two piano notes and identify the interval number.,5th,Unison | 2nd | 3rd | 4th | 5th | 6th | 7th | Octave,5th,audio/piano/G3.mp3 | audio/piano/C3.mp3,yes | yes,modules/melodic-intervals/assets/treble-key-2-flat.png,,modules/melodic-intervals/assets/treble-key-2-flat.png,Piano,,descending Perfect 5th,ascending and descending diatonic interval numbers from unison to octave,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,Key: B♭ major · Start: G4 · Target: C4 · Direction: descending · Answer mode: number
Melody Master,melodic-intervals,Melodic Intervals,MI-D-484,,Developing,multiple-choice interval number,1,Listen to the two piano notes and identify the interval number.,Unison,Unison | 2nd | 3rd | 4th | 5th | 6th | 7th | Octave,Unison,audio/piano/A3.mp3 | audio/piano/A3.mp3,yes | yes,modules/melodic-intervals/assets/treble-key-2-flat.png,,modules/melodic-intervals/assets/treble-key-2-flat.png,Piano,,descending Perfect unison,ascending and descending diatonic interval numbers from unison to octave,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,Key: B♭ major · Start: A4 · Target: A4 · Direction: descending · Answer mode: number
Melody Master,melodic-intervals,Melodic Intervals,MI-D-485,,Developing,multiple-choice interval number,1,Listen to the two piano notes and identify the interval number.,2nd,Unison | 2nd | 3rd | 4th | 5th | 6th | 7th | Octave,2nd,audio/piano/A3.mp3 | audio/piano/G3.mp3,yes | yes,modules/melodic-intervals/assets/treble-key-2-flat.png,,modules/melodic-intervals/assets/treble-key-2-flat.png,Piano,,descending Major 2nd,ascending and descending diatonic interval numbers from unison to octave,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,Key: B♭ major · Start: A4 · Target: G4 · Direction: descending · Answer mode: number
Melody Master,melodic-intervals,Melodic Intervals,MI-D-486,,Developing,multiple-choice interval number,1,Listen to the two piano notes and identify the interval number.,3rd,Unison | 2nd | 3rd | 4th | 5th | 6th | 7th | Octave,3rd,audio/piano/A3.mp3 | audio/piano/F3.mp3,yes | yes,modules/melodic-intervals/assets/treble-key-2-flat.png,,modules/melodic-intervals/assets/treble-key-2-flat.png,Piano,,descending Major 3rd,ascending and descending diatonic interval numbers from unison to octave,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,Key: B♭ major · Start: A4 · Target: F4 · Direction: descending · Answer mode: number
Melody Master,melodic-intervals,Melodic Intervals,MI-D-487,,Developing,multiple-choice interval number,1,Listen to the two piano notes and identify the interval number.,4th,Unison | 2nd | 3rd | 4th | 5th | 6th | 7th | Octave,4th,audio/piano/A3.mp3 | audio/piano/Ds3.mp3,yes | yes,modules/melodic-intervals/assets/treble-key-2-flat.png,,modules/melodic-intervals/assets/treble-key-2-flat.png,Piano,,descending Augmented 4th,ascending and descending diatonic interval numbers from unison to octave,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,Key: B♭ major · Start: A4 · Target: E4 · Direction: descending · Answer mode: number
Melody Master,melodic-intervals,Melodic Intervals,MI-D-488,,Developing,multiple-choice interval number,1,Listen to the two piano notes and identify the interval number.,5th,Unison | 2nd | 3rd | 4th | 5th | 6th | 7th | Octave,5th,audio/piano/A3.mp3 | audio/piano/D3.mp3,yes | yes,modules/melodic-intervals/assets/treble-key-2-flat.png,,modules/melodic-intervals/assets/treble-key-2-flat.png,Piano,,descending Perfect 5th,ascending and descending diatonic interval numbers from unison to octave,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,Key: B♭ major · Start: A4 · Target: D4 · Direction: descending · Answer mode: number
Melody Master,melodic-intervals,Melodic Intervals,MI-D-489,,Developing,multiple-choice interval number,1,Listen to the two piano notes and identify the interval number.,6th,Unison | 2nd | 3rd | 4th | 5th | 6th | 7th | Octave,6th,audio/piano/A3.mp3 | audio/piano/C3.mp3,yes | yes,modules/melodic-intervals/assets/treble-key-2-flat.png,,modules/melodic-intervals/assets/treble-key-2-flat.png,Piano,,descending Major 6th,ascending and descending diatonic interval numbers from unison to octave,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,Key: B♭ major · Start: A4 · Target: C4 · Direction: descending · Answer mode: number
Melody Master,melodic-intervals,Melodic Intervals,MI-D-490,,Developing,multiple-choice interval number,1,Listen to the two piano notes and identify the interval number.,Unison,Unison | 2nd | 3rd | 4th | 5th | 6th | 7th | Octave,Unison,audio/piano/As3.mp3 | audio/piano/As3.mp3,yes | yes,modules/melodic-intervals/assets/treble-key-2-flat.png,,modules/melodic-intervals/assets/treble-key-2-flat.png,Piano,,descending Perfect unison,ascending and descending diatonic interval numbers from unison to octave,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,Key: B♭ major · Start: B4 · Target: B4 · Direction: descending · Answer mode: number
Melody Master,melodic-intervals,Melodic Intervals,MI-D-491,,Developing,multiple-choice interval number,1,Listen to the two piano notes and identify the interval number.,2nd,Unison | 2nd | 3rd | 4th | 5th | 6th | 7th | Octave,2nd,audio/piano/As3.mp3 | audio/piano/A3.mp3,yes | yes,modules/melodic-intervals/assets/treble-key-2-flat.png,,modules/melodic-intervals/assets/treble-key-2-flat.png,Piano,,descending Minor 2nd,ascending and descending diatonic interval numbers from unison to octave,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,Key: B♭ major · Start: B4 · Target: A4 · Direction: descending · Answer mode: number
Melody Master,melodic-intervals,Melodic Intervals,MI-D-492,,Developing,multiple-choice interval number,1,Listen to the two piano notes and identify the interval number.,3rd,Unison | 2nd | 3rd | 4th | 5th | 6th | 7th | Octave,3rd,audio/piano/As3.mp3 | audio/piano/G3.mp3,yes | yes,modules/melodic-intervals/assets/treble-key-2-flat.png,,modules/melodic-intervals/assets/treble-key-2-flat.png,Piano,,descending Minor 3rd,ascending and descending diatonic interval numbers from unison to octave,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,Key: B♭ major · Start: B4 · Target: G4 · Direction: descending · Answer mode: number
Melody Master,melodic-intervals,Melodic Intervals,MI-D-493,,Developing,multiple-choice interval number,1,Listen to the two piano notes and identify the interval number.,4th,Unison | 2nd | 3rd | 4th | 5th | 6th | 7th | Octave,4th,audio/piano/As3.mp3 | audio/piano/F3.mp3,yes | yes,modules/melodic-intervals/assets/treble-key-2-flat.png,,modules/melodic-intervals/assets/treble-key-2-flat.png,Piano,,descending Perfect 4th,ascending and descending diatonic interval numbers from unison to octave,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,Key: B♭ major · Start: B4 · Target: F4 · Direction: descending · Answer mode: number
Melody Master,melodic-intervals,Melodic Intervals,MI-D-494,,Developing,multiple-choice interval number,1,Listen to the two piano notes and identify the interval number.,5th,Unison | 2nd | 3rd | 4th | 5th | 6th | 7th | Octave,5th,audio/piano/As3.mp3 | audio/piano/Ds3.mp3,yes | yes,modules/melodic-intervals/assets/treble-key-2-flat.png,,modules/melodic-intervals/assets/treble-key-2-flat.png,Piano,,descending Perfect 5th,ascending and descending diatonic interval numbers from unison to octave,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,Key: B♭ major · Start: B4 · Target: E4 · Direction: descending · Answer mode: number
Melody Master,melodic-intervals,Melodic Intervals,MI-D-495,,Developing,multiple-choice interval number,1,Listen to the two piano notes and identify the interval number.,6th,Unison | 2nd | 3rd | 4th | 5th | 6th | 7th | Octave,6th,audio/piano/As3.mp3 | audio/piano/D3.mp3,yes | yes,modules/melodic-intervals/assets/treble-key-2-flat.png,,modules/melodic-intervals/assets/treble-key-2-flat.png,Piano,,descending Minor 6th,ascending and descending diatonic interval numbers from unison to octave,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,Key: B♭ major · Start: B4 · Target: D4 · Direction: descending · Answer mode: number
Melody Master,melodic-intervals,Melodic Intervals,MI-D-496,,Developing,multiple-choice interval number,1,Listen to the two piano notes and identify the interval number.,7th,Unison | 2nd | 3rd | 4th | 5th | 6th | 7th | Octave,7th,audio/piano/As3.mp3 | audio/piano/C3.mp3,yes | yes,modules/melodic-intervals/assets/treble-key-2-flat.png,,modules/melodic-intervals/assets/treble-key-2-flat.png,Piano,,descending Minor 7th,ascending and descending diatonic interval numbers from unison to octave,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,Key: B♭ major · Start: B4 · Target: C4 · Direction: descending · Answer mode: number
Melody Master,melodic-intervals,Melodic Intervals,MI-D-497,,Developing,multiple-choice interval number,1,Listen to the two piano notes and identify the interval number.,Unison,Unison | 2nd | 3rd | 4th | 5th | 6th | 7th | Octave,Unison,audio/piano/C4.mp3 | audio/piano/C4.mp3,yes | yes,modules/melodic-intervals/assets/treble-key-2-flat.png,,modules/melodic-intervals/assets/treble-key-2-flat.png,Piano,,descending Perfect unison,ascending and descending diatonic interval numbers from unison to octave,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,Key: B♭ major · Start: C5 · Target: C5 · Direction: descending · Answer mode: number
Melody Master,melodic-intervals,Melodic Intervals,MI-D-498,,Developing,multiple-choice interval number,1,Listen to the two piano notes and identify the interval number.,2nd,Unison | 2nd | 3rd | 4th | 5th | 6th | 7th | Octave,2nd,audio/piano/C4.mp3 | audio/piano/As3.mp3,yes | yes,modules/melodic-intervals/assets/treble-key-2-flat.png,,modules/melodic-intervals/assets/treble-key-2-flat.png,Piano,,descending Major 2nd,ascending and descending diatonic interval numbers from unison to octave,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,Key: B♭ major · Start: C5 · Target: B4 · Direction: descending · Answer mode: number
Melody Master,melodic-intervals,Melodic Intervals,MI-D-499,,Developing,multiple-choice interval number,1,Listen to the two piano notes and identify the interval number.,3rd,Unison | 2nd | 3rd | 4th | 5th | 6th | 7th | Octave,3rd,audio/piano/C4.mp3 | audio/piano/A3.mp3,yes | yes,modules/melodic-intervals/assets/treble-key-2-flat.png,,modules/melodic-intervals/assets/treble-key-2-flat.png,Piano,,descending Minor 3rd,ascending and descending diatonic interval numbers from unison to octave,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,Key: B♭ major · Start: C5 · Target: A4 · Direction: descending · Answer mode: number
Melody Master,melodic-intervals,Melodic Intervals,MI-D-500,,Developing,multiple-choice interval number,1,Listen to the two piano notes and identify the interval number.,4th,Unison | 2nd | 3rd | 4th | 5th | 6th | 7th | Octave,4th,audio/piano/C4.mp3 | audio/piano/G3.mp3,yes | yes,modules/melodic-intervals/assets/treble-key-2-flat.png,,modules/melodic-intervals/assets/treble-key-2-flat.png,Piano,,descending Perfect 4th,ascending and descending diatonic interval numbers from unison to octave,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,Key: B♭ major · Start: C5 · Target: G4 · Direction: descending · Answer mode: number
Melody Master,melodic-intervals,Melodic Intervals,MI-D-501,,Developing,multiple-choice interval number,1,Listen to the two piano notes and identify the interval number.,5th,Unison | 2nd | 3rd | 4th | 5th | 6th | 7th | Octave,5th,audio/piano/C4.mp3 | audio/piano/F3.mp3,yes | yes,modules/melodic-intervals/assets/treble-key-2-flat.png,,modules/melodic-intervals/assets/treble-key-2-flat.png,Piano,,descending Perfect 5th,ascending and descending diatonic interval numbers from unison to octave,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,Key: B♭ major · Start: C5 · Target: F4 · Direction: descending · Answer mode: number
Melody Master,melodic-intervals,Melodic Intervals,MI-D-502,,Developing,multiple-choice interval number,1,Listen to the two piano notes and identify the interval number.,6th,Unison | 2nd | 3rd | 4th | 5th | 6th | 7th | Octave,6th,audio/piano/C4.mp3 | audio/piano/Ds3.mp3,yes | yes,modules/melodic-intervals/assets/treble-key-2-flat.png,,modules/melodic-intervals/assets/treble-key-2-flat.png,Piano,,descending Major 6th,ascending and descending diatonic interval numbers from unison to octave,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,Key: B♭ major · Start: C5 · Target: E4 · Direction: descending · Answer mode: number
