app,module_id,sub_app,question_id,source_question_id,level,response_type,max_marks,prompt,correct_answer,answer_choices,accepted_answers,audio_path,audio_exists,question_asset,answer_asset,score_asset,instrument,family,clip_type,difficulty,composer,work,movement,performer,source,rights,notes
Melody Master,melodic-intervals,Melodic Intervals,MI-D-517,,Developing,multiple-choice interval number,1,Listen to the two piano notes and identify the interval number.,5th,Unison | 2nd | 3rd | 4th | 5th | 6th | 7th | Octave,5th,audio/piano/Ds4.mp3 | audio/piano/A3.mp3,yes | yes,modules/melodic-intervals/assets/treble-key-2-flat.png,,modules/melodic-intervals/assets/treble-key-2-flat.png,Piano,,descending Diminished 5th,ascending and descending diatonic interval numbers from unison to octave,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,Key: B♭ major · Start: E5 · Target: A4 · Direction: descending · Answer mode: number
Melody Master,melodic-intervals,Melodic Intervals,MI-D-518,,Developing,multiple-choice interval number,1,Listen to the two piano notes and identify the interval number.,6th,Unison | 2nd | 3rd | 4th | 5th | 6th | 7th | Octave,6th,audio/piano/Ds4.mp3 | audio/piano/G3.mp3,yes | yes,modules/melodic-intervals/assets/treble-key-2-flat.png,,modules/melodic-intervals/assets/treble-key-2-flat.png,Piano,,descending Minor 6th,ascending and descending diatonic interval numbers from unison to octave,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,Key: B♭ major · Start: E5 · Target: G4 · Direction: descending · Answer mode: number
Melody Master,melodic-intervals,Melodic Intervals,MI-D-519,,Developing,multiple-choice interval number,1,Listen to the two piano notes and identify the interval number.,7th,Unison | 2nd | 3rd | 4th | 5th | 6th | 7th | Octave,7th,audio/piano/Ds4.mp3 | audio/piano/F3.mp3,yes | yes,modules/melodic-intervals/assets/treble-key-2-flat.png,,modules/melodic-intervals/assets/treble-key-2-flat.png,Piano,,descending Minor 7th,ascending and descending diatonic interval numbers from unison to octave,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,Key: B♭ major · Start: E5 · Target: F4 · Direction: descending · Answer mode: number
Melody Master,melodic-intervals,Melodic Intervals,MI-D-520,,Developing,multiple-choice interval number,1,Listen to the two piano notes and identify the interval number.,Octave,Unison | 2nd | 3rd | 4th | 5th | 6th | 7th | Octave,Octave,audio/piano/Ds4.mp3 | audio/piano/Ds3.mp3,yes | yes,modules/melodic-intervals/assets/treble-key-2-flat.png,,modules/melodic-intervals/assets/treble-key-2-flat.png,Piano,,descending Perfect octave,ascending and descending diatonic interval numbers from unison to octave,,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,Key: B♭ major · Start: E5 · Target: E4 · Direction: descending · Answer mode: number
Melody Master,melodic-intervals,Melodic Intervals,MI-S-001,,Securing,multiple-choice quality+number,1,Listen to the two piano notes and identify the complete interval name.,Perfect unison,Perfect unison | Minor 2nd | Major 2nd | Minor 3rd | Major 3rd | Perfect 4th | Perfect 5th | Minor 6th | Major 6th | Minor 7th | Major 7th | Perfect octave,Perfect unison,audio/piano/C3.mp3 | audio/piano/C3.mp3,yes | yes,modules/melodic-intervals/assets/blank-treble-bar.png,,modules/melodic-intervals/assets/blank-treble-bar.png,Piano,,ascending Perfect unison,"major, minor and perfect diatonic intervals in both directions",,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,Key: C major · Start: C4 · Target: C4 · Direction: ascending · Answer mode: quality
Melody Master,melodic-intervals,Melodic Intervals,MI-S-002,,Securing,multiple-choice quality+number,1,Listen to the two piano notes and identify the complete interval name.,Major 2nd,Perfect unison | Minor 2nd | Major 2nd | Minor 3rd | Major 3rd | Perfect 4th | Perfect 5th | Minor 6th | Major 6th | Minor 7th | Major 7th | Perfect octave,Major 2nd,audio/piano/C3.mp3 | audio/piano/D3.mp3,yes | yes,modules/melodic-intervals/assets/blank-treble-bar.png,,modules/melodic-intervals/assets/blank-treble-bar.png,Piano,,ascending Major 2nd,"major, minor and perfect diatonic intervals in both directions",,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,Key: C major · Start: C4 · Target: D4 · Direction: ascending · Answer mode: quality
Melody Master,melodic-intervals,Melodic Intervals,MI-S-003,,Securing,multiple-choice quality+number,1,Listen to the two piano notes and identify the complete interval name.,Major 3rd,Perfect unison | Minor 2nd | Major 2nd | Minor 3rd | Major 3rd | Perfect 4th | Perfect 5th | Minor 6th | Major 6th | Minor 7th | Major 7th | Perfect octave,Major 3rd,audio/piano/C3.mp3 | audio/piano/E3.mp3,yes | yes,modules/melodic-intervals/assets/blank-treble-bar.png,,modules/melodic-intervals/assets/blank-treble-bar.png,Piano,,ascending Major 3rd,"major, minor and perfect diatonic intervals in both directions",,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,Key: C major · Start: C4 · Target: E4 · Direction: ascending · Answer mode: quality
Melody Master,melodic-intervals,Melodic Intervals,MI-S-004,,Securing,multiple-choice quality+number,1,Listen to the two piano notes and identify the complete interval name.,Perfect 4th,Perfect unison | Minor 2nd | Major 2nd | Minor 3rd | Major 3rd | Perfect 4th | Perfect 5th | Minor 6th | Major 6th | Minor 7th | Major 7th | Perfect octave,Perfect 4th,audio/piano/C3.mp3 | audio/piano/F3.mp3,yes | yes,modules/melodic-intervals/assets/blank-treble-bar.png,,modules/melodic-intervals/assets/blank-treble-bar.png,Piano,,ascending Perfect 4th,"major, minor and perfect diatonic intervals in both directions",,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,Key: C major · Start: C4 · Target: F4 · Direction: ascending · Answer mode: quality
Melody Master,melodic-intervals,Melodic Intervals,MI-S-005,,Securing,multiple-choice quality+number,1,Listen to the two piano notes and identify the complete interval name.,Perfect 5th,Perfect unison | Minor 2nd | Major 2nd | Minor 3rd | Major 3rd | Perfect 4th | Perfect 5th | Minor 6th | Major 6th | Minor 7th | Major 7th | Perfect octave,Perfect 5th,audio/piano/C3.mp3 | audio/piano/G3.mp3,yes | yes,modules/melodic-intervals/assets/blank-treble-bar.png,,modules/melodic-intervals/assets/blank-treble-bar.png,Piano,,ascending Perfect 5th,"major, minor and perfect diatonic intervals in both directions",,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,Key: C major · Start: C4 · Target: G4 · Direction: ascending · Answer mode: quality
Melody Master,melodic-intervals,Melodic Intervals,MI-S-006,,Securing,multiple-choice quality+number,1,Listen to the two piano notes and identify the complete interval name.,Major 6th,Perfect unison | Minor 2nd | Major 2nd | Minor 3rd | Major 3rd | Perfect 4th | Perfect 5th | Minor 6th | Major 6th | Minor 7th | Major 7th | Perfect octave,Major 6th,audio/piano/C3.mp3 | audio/piano/A3.mp3,yes | yes,modules/melodic-intervals/assets/blank-treble-bar.png,,modules/melodic-intervals/assets/blank-treble-bar.png,Piano,,ascending Major 6th,"major, minor and perfect diatonic intervals in both directions",,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,Key: C major · Start: C4 · Target: A4 · Direction: ascending · Answer mode: quality
Melody Master,melodic-intervals,Melodic Intervals,MI-S-007,,Securing,multiple-choice quality+number,1,Listen to the two piano notes and identify the complete interval name.,Major 7th,Perfect unison | Minor 2nd | Major 2nd | Minor 3rd | Major 3rd | Perfect 4th | Perfect 5th | Minor 6th | Major 6th | Minor 7th | Major 7th | Perfect octave,Major 7th,audio/piano/C3.mp3 | audio/piano/B3.mp3,yes | yes,modules/melodic-intervals/assets/blank-treble-bar.png,,modules/melodic-intervals/assets/blank-treble-bar.png,Piano,,ascending Major 7th,"major, minor and perfect diatonic intervals in both directions",,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,Key: C major · Start: C4 · Target: B4 · Direction: ascending · Answer mode: quality
Melody Master,melodic-intervals,Melodic Intervals,MI-S-008,,Securing,multiple-choice quality+number,1,Listen to the two piano notes and identify the complete interval name.,Perfect octave,Perfect unison | Minor 2nd | Major 2nd | Minor 3rd | Major 3rd | Perfect 4th | Perfect 5th | Minor 6th | Major 6th | Minor 7th | Major 7th | Perfect octave,Perfect octave,audio/piano/C3.mp3 | audio/piano/C4.mp3,yes | yes,modules/melodic-intervals/assets/blank-treble-bar.png,,modules/melodic-intervals/assets/blank-treble-bar.png,Piano,,ascending Perfect octave,"major, minor and perfect diatonic intervals in both directions",,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,Key: C major · Start: C4 · Target: C5 · Direction: ascending · Answer mode: quality
Melody Master,melodic-intervals,Melodic Intervals,MI-S-009,,Securing,multiple-choice quality+number,1,Listen to the two piano notes and identify the complete interval name.,Perfect unison,Perfect unison | Minor 2nd | Major 2nd | Minor 3rd | Major 3rd | Perfect 4th | Perfect 5th | Minor 6th | Major 6th | Minor 7th | Major 7th | Perfect octave,Perfect unison,audio/piano/D3.mp3 | audio/piano/D3.mp3,yes | yes,modules/melodic-intervals/assets/blank-treble-bar.png,,modules/melodic-intervals/assets/blank-treble-bar.png,Piano,,ascending Perfect unison,"major, minor and perfect diatonic intervals in both directions",,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,Key: C major · Start: D4 · Target: D4 · Direction: ascending · Answer mode: quality
Melody Master,melodic-intervals,Melodic Intervals,MI-S-010,,Securing,multiple-choice quality+number,1,Listen to the two piano notes and identify the complete interval name.,Major 2nd,Perfect unison | Minor 2nd | Major 2nd | Minor 3rd | Major 3rd | Perfect 4th | Perfect 5th | Minor 6th | Major 6th | Minor 7th | Major 7th | Perfect octave,Major 2nd,audio/piano/D3.mp3 | audio/piano/E3.mp3,yes | yes,modules/melodic-intervals/assets/blank-treble-bar.png,,modules/melodic-intervals/assets/blank-treble-bar.png,Piano,,ascending Major 2nd,"major, minor and perfect diatonic intervals in both directions",,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,Key: C major · Start: D4 · Target: E4 · Direction: ascending · Answer mode: quality
Melody Master,melodic-intervals,Melodic Intervals,MI-S-011,,Securing,multiple-choice quality+number,1,Listen to the two piano notes and identify the complete interval name.,Minor 3rd,Perfect unison | Minor 2nd | Major 2nd | Minor 3rd | Major 3rd | Perfect 4th | Perfect 5th | Minor 6th | Major 6th | Minor 7th | Major 7th | Perfect octave,Minor 3rd,audio/piano/D3.mp3 | audio/piano/F3.mp3,yes | yes,modules/melodic-intervals/assets/blank-treble-bar.png,,modules/melodic-intervals/assets/blank-treble-bar.png,Piano,,ascending Minor 3rd,"major, minor and perfect diatonic intervals in both directions",,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,Key: C major · Start: D4 · Target: F4 · Direction: ascending · Answer mode: quality
Melody Master,melodic-intervals,Melodic Intervals,MI-S-012,,Securing,multiple-choice quality+number,1,Listen to the two piano notes and identify the complete interval name.,Perfect 4th,Perfect unison | Minor 2nd | Major 2nd | Minor 3rd | Major 3rd | Perfect 4th | Perfect 5th | Minor 6th | Major 6th | Minor 7th | Major 7th | Perfect octave,Perfect 4th,audio/piano/D3.mp3 | audio/piano/G3.mp3,yes | yes,modules/melodic-intervals/assets/blank-treble-bar.png,,modules/melodic-intervals/assets/blank-treble-bar.png,Piano,,ascending Perfect 4th,"major, minor and perfect diatonic intervals in both directions",,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,Key: C major · Start: D4 · Target: G4 · Direction: ascending · Answer mode: quality
Melody Master,melodic-intervals,Melodic Intervals,MI-S-013,,Securing,multiple-choice quality+number,1,Listen to the two piano notes and identify the complete interval name.,Perfect 5th,Perfect unison | Minor 2nd | Major 2nd | Minor 3rd | Major 3rd | Perfect 4th | Perfect 5th | Minor 6th | Major 6th | Minor 7th | Major 7th | Perfect octave,Perfect 5th,audio/piano/D3.mp3 | audio/piano/A3.mp3,yes | yes,modules/melodic-intervals/assets/blank-treble-bar.png,,modules/melodic-intervals/assets/blank-treble-bar.png,Piano,,ascending Perfect 5th,"major, minor and perfect diatonic intervals in both directions",,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,Key: C major · Start: D4 · Target: A4 · Direction: ascending · Answer mode: quality
Melody Master,melodic-intervals,Melodic Intervals,MI-S-014,,Securing,multiple-choice quality+number,1,Listen to the two piano notes and identify the complete interval name.,Major 6th,Perfect unison | Minor 2nd | Major 2nd | Minor 3rd | Major 3rd | Perfect 4th | Perfect 5th | Minor 6th | Major 6th | Minor 7th | Major 7th | Perfect octave,Major 6th,audio/piano/D3.mp3 | audio/piano/B3.mp3,yes | yes,modules/melodic-intervals/assets/blank-treble-bar.png,,modules/melodic-intervals/assets/blank-treble-bar.png,Piano,,ascending Major 6th,"major, minor and perfect diatonic intervals in both directions",,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,Key: C major · Start: D4 · Target: B4 · Direction: ascending · Answer mode: quality
Melody Master,melodic-intervals,Melodic Intervals,MI-S-015,,Securing,multiple-choice quality+number,1,Listen to the two piano notes and identify the complete interval name.,Minor 7th,Perfect unison | Minor 2nd | Major 2nd | Minor 3rd | Major 3rd | Perfect 4th | Perfect 5th | Minor 6th | Major 6th | Minor 7th | Major 7th | Perfect octave,Minor 7th,audio/piano/D3.mp3 | audio/piano/C4.mp3,yes | yes,modules/melodic-intervals/assets/blank-treble-bar.png,,modules/melodic-intervals/assets/blank-treble-bar.png,Piano,,ascending Minor 7th,"major, minor and perfect diatonic intervals in both directions",,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,Key: C major · Start: D4 · Target: C5 · Direction: ascending · Answer mode: quality
Melody Master,melodic-intervals,Melodic Intervals,MI-S-016,,Securing,multiple-choice quality+number,1,Listen to the two piano notes and identify the complete interval name.,Perfect octave,Perfect unison | Minor 2nd | Major 2nd | Minor 3rd | Major 3rd | Perfect 4th | Perfect 5th | Minor 6th | Major 6th | Minor 7th | Major 7th | Perfect octave,Perfect octave,audio/piano/D3.mp3 | audio/piano/D4.mp3,yes | yes,modules/melodic-intervals/assets/blank-treble-bar.png,,modules/melodic-intervals/assets/blank-treble-bar.png,Piano,,ascending Perfect octave,"major, minor and perfect diatonic intervals in both directions",,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,Key: C major · Start: D4 · Target: D5 · Direction: ascending · Answer mode: quality
Melody Master,melodic-intervals,Melodic Intervals,MI-S-017,,Securing,multiple-choice quality+number,1,Listen to the two piano notes and identify the complete interval name.,Perfect unison,Perfect unison | Minor 2nd | Major 2nd | Minor 3rd | Major 3rd | Perfect 4th | Perfect 5th | Minor 6th | Major 6th | Minor 7th | Major 7th | Perfect octave,Perfect unison,audio/piano/E3.mp3 | audio/piano/E3.mp3,yes | yes,modules/melodic-intervals/assets/blank-treble-bar.png,,modules/melodic-intervals/assets/blank-treble-bar.png,Piano,,ascending Perfect unison,"major, minor and perfect diatonic intervals in both directions",,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,Key: C major · Start: E4 · Target: E4 · Direction: ascending · Answer mode: quality
Melody Master,melodic-intervals,Melodic Intervals,MI-S-018,,Securing,multiple-choice quality+number,1,Listen to the two piano notes and identify the complete interval name.,Minor 2nd,Perfect unison | Minor 2nd | Major 2nd | Minor 3rd | Major 3rd | Perfect 4th | Perfect 5th | Minor 6th | Major 6th | Minor 7th | Major 7th | Perfect octave,Minor 2nd,audio/piano/E3.mp3 | audio/piano/F3.mp3,yes | yes,modules/melodic-intervals/assets/blank-treble-bar.png,,modules/melodic-intervals/assets/blank-treble-bar.png,Piano,,ascending Minor 2nd,"major, minor and perfect diatonic intervals in both directions",,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,Key: C major · Start: E4 · Target: F4 · Direction: ascending · Answer mode: quality
Melody Master,melodic-intervals,Melodic Intervals,MI-S-019,,Securing,multiple-choice quality+number,1,Listen to the two piano notes and identify the complete interval name.,Minor 3rd,Perfect unison | Minor 2nd | Major 2nd | Minor 3rd | Major 3rd | Perfect 4th | Perfect 5th | Minor 6th | Major 6th | Minor 7th | Major 7th | Perfect octave,Minor 3rd,audio/piano/E3.mp3 | audio/piano/G3.mp3,yes | yes,modules/melodic-intervals/assets/blank-treble-bar.png,,modules/melodic-intervals/assets/blank-treble-bar.png,Piano,,ascending Minor 3rd,"major, minor and perfect diatonic intervals in both directions",,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,Key: C major · Start: E4 · Target: G4 · Direction: ascending · Answer mode: quality
Melody Master,melodic-intervals,Melodic Intervals,MI-S-020,,Securing,multiple-choice quality+number,1,Listen to the two piano notes and identify the complete interval name.,Perfect 4th,Perfect unison | Minor 2nd | Major 2nd | Minor 3rd | Major 3rd | Perfect 4th | Perfect 5th | Minor 6th | Major 6th | Minor 7th | Major 7th | Perfect octave,Perfect 4th,audio/piano/E3.mp3 | audio/piano/A3.mp3,yes | yes,modules/melodic-intervals/assets/blank-treble-bar.png,,modules/melodic-intervals/assets/blank-treble-bar.png,Piano,,ascending Perfect 4th,"major, minor and perfect diatonic intervals in both directions",,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,Key: C major · Start: E4 · Target: A4 · Direction: ascending · Answer mode: quality
Melody Master,melodic-intervals,Melodic Intervals,MI-S-021,,Securing,multiple-choice quality+number,1,Listen to the two piano notes and identify the complete interval name.,Perfect 5th,Perfect unison | Minor 2nd | Major 2nd | Minor 3rd | Major 3rd | Perfect 4th | Perfect 5th | Minor 6th | Major 6th | Minor 7th | Major 7th | Perfect octave,Perfect 5th,audio/piano/E3.mp3 | audio/piano/B3.mp3,yes | yes,modules/melodic-intervals/assets/blank-treble-bar.png,,modules/melodic-intervals/assets/blank-treble-bar.png,Piano,,ascending Perfect 5th,"major, minor and perfect diatonic intervals in both directions",,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,Key: C major · Start: E4 · Target: B4 · Direction: ascending · Answer mode: quality
Melody Master,melodic-intervals,Melodic Intervals,MI-S-022,,Securing,multiple-choice quality+number,1,Listen to the two piano notes and identify the complete interval name.,Minor 6th,Perfect unison | Minor 2nd | Major 2nd | Minor 3rd | Major 3rd | Perfect 4th | Perfect 5th | Minor 6th | Major 6th | Minor 7th | Major 7th | Perfect octave,Minor 6th,audio/piano/E3.mp3 | audio/piano/C4.mp3,yes | yes,modules/melodic-intervals/assets/blank-treble-bar.png,,modules/melodic-intervals/assets/blank-treble-bar.png,Piano,,ascending Minor 6th,"major, minor and perfect diatonic intervals in both directions",,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,Key: C major · Start: E4 · Target: C5 · Direction: ascending · Answer mode: quality
Melody Master,melodic-intervals,Melodic Intervals,MI-S-023,,Securing,multiple-choice quality+number,1,Listen to the two piano notes and identify the complete interval name.,Minor 7th,Perfect unison | Minor 2nd | Major 2nd | Minor 3rd | Major 3rd | Perfect 4th | Perfect 5th | Minor 6th | Major 6th | Minor 7th | Major 7th | Perfect octave,Minor 7th,audio/piano/E3.mp3 | audio/piano/D4.mp3,yes | yes,modules/melodic-intervals/assets/blank-treble-bar.png,,modules/melodic-intervals/assets/blank-treble-bar.png,Piano,,ascending Minor 7th,"major, minor and perfect diatonic intervals in both directions",,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,Key: C major · Start: E4 · Target: D5 · Direction: ascending · Answer mode: quality
Melody Master,melodic-intervals,Melodic Intervals,MI-S-024,,Securing,multiple-choice quality+number,1,Listen to the two piano notes and identify the complete interval name.,Perfect octave,Perfect unison | Minor 2nd | Major 2nd | Minor 3rd | Major 3rd | Perfect 4th | Perfect 5th | Minor 6th | Major 6th | Minor 7th | Major 7th | Perfect octave,Perfect octave,audio/piano/E3.mp3 | audio/piano/E4.mp3,yes | yes,modules/melodic-intervals/assets/blank-treble-bar.png,,modules/melodic-intervals/assets/blank-treble-bar.png,Piano,,ascending Perfect octave,"major, minor and perfect diatonic intervals in both directions",,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,Key: C major · Start: E4 · Target: E5 · Direction: ascending · Answer mode: quality
Melody Master,melodic-intervals,Melodic Intervals,MI-S-025,,Securing,multiple-choice quality+number,1,Listen to the two piano notes and identify the complete interval name.,Perfect unison,Perfect unison | Minor 2nd | Major 2nd | Minor 3rd | Major 3rd | Perfect 4th | Perfect 5th | Minor 6th | Major 6th | Minor 7th | Major 7th | Perfect octave,Perfect unison,audio/piano/F3.mp3 | audio/piano/F3.mp3,yes | yes,modules/melodic-intervals/assets/blank-treble-bar.png,,modules/melodic-intervals/assets/blank-treble-bar.png,Piano,,ascending Perfect unison,"major, minor and perfect diatonic intervals in both directions",,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,Key: C major · Start: F4 · Target: F4 · Direction: ascending · Answer mode: quality
Melody Master,melodic-intervals,Melodic Intervals,MI-S-026,,Securing,multiple-choice quality+number,1,Listen to the two piano notes and identify the complete interval name.,Major 2nd,Perfect unison | Minor 2nd | Major 2nd | Minor 3rd | Major 3rd | Perfect 4th | Perfect 5th | Minor 6th | Major 6th | Minor 7th | Major 7th | Perfect octave,Major 2nd,audio/piano/F3.mp3 | audio/piano/G3.mp3,yes | yes,modules/melodic-intervals/assets/blank-treble-bar.png,,modules/melodic-intervals/assets/blank-treble-bar.png,Piano,,ascending Major 2nd,"major, minor and perfect diatonic intervals in both directions",,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,Key: C major · Start: F4 · Target: G4 · Direction: ascending · Answer mode: quality
Melody Master,melodic-intervals,Melodic Intervals,MI-S-027,,Securing,multiple-choice quality+number,1,Listen to the two piano notes and identify the complete interval name.,Major 3rd,Perfect unison | Minor 2nd | Major 2nd | Minor 3rd | Major 3rd | Perfect 4th | Perfect 5th | Minor 6th | Major 6th | Minor 7th | Major 7th | Perfect octave,Major 3rd,audio/piano/F3.mp3 | audio/piano/A3.mp3,yes | yes,modules/melodic-intervals/assets/blank-treble-bar.png,,modules/melodic-intervals/assets/blank-treble-bar.png,Piano,,ascending Major 3rd,"major, minor and perfect diatonic intervals in both directions",,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,Key: C major · Start: F4 · Target: A4 · Direction: ascending · Answer mode: quality
Melody Master,melodic-intervals,Melodic Intervals,MI-S-028,,Securing,multiple-choice quality+number,1,Listen to the two piano notes and identify the complete interval name.,Perfect 5th,Perfect unison | Minor 2nd | Major 2nd | Minor 3rd | Major 3rd | Perfect 4th | Perfect 5th | Minor 6th | Major 6th | Minor 7th | Major 7th | Perfect octave,Perfect 5th,audio/piano/F3.mp3 | audio/piano/C4.mp3,yes | yes,modules/melodic-intervals/assets/blank-treble-bar.png,,modules/melodic-intervals/assets/blank-treble-bar.png,Piano,,ascending Perfect 5th,"major, minor and perfect diatonic intervals in both directions",,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,Key: C major · Start: F4 · Target: C5 · Direction: ascending · Answer mode: quality
Melody Master,melodic-intervals,Melodic Intervals,MI-S-029,,Securing,multiple-choice quality+number,1,Listen to the two piano notes and identify the complete interval name.,Major 6th,Perfect unison | Minor 2nd | Major 2nd | Minor 3rd | Major 3rd | Perfect 4th | Perfect 5th | Minor 6th | Major 6th | Minor 7th | Major 7th | Perfect octave,Major 6th,audio/piano/F3.mp3 | audio/piano/D4.mp3,yes | yes,modules/melodic-intervals/assets/blank-treble-bar.png,,modules/melodic-intervals/assets/blank-treble-bar.png,Piano,,ascending Major 6th,"major, minor and perfect diatonic intervals in both directions",,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,Key: C major · Start: F4 · Target: D5 · Direction: ascending · Answer mode: quality
Melody Master,melodic-intervals,Melodic Intervals,MI-S-030,,Securing,multiple-choice quality+number,1,Listen to the two piano notes and identify the complete interval name.,Major 7th,Perfect unison | Minor 2nd | Major 2nd | Minor 3rd | Major 3rd | Perfect 4th | Perfect 5th | Minor 6th | Major 6th | Minor 7th | Major 7th | Perfect octave,Major 7th,audio/piano/F3.mp3 | audio/piano/E4.mp3,yes | yes,modules/melodic-intervals/assets/blank-treble-bar.png,,modules/melodic-intervals/assets/blank-treble-bar.png,Piano,,ascending Major 7th,"major, minor and perfect diatonic intervals in both directions",,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,Key: C major · Start: F4 · Target: E5 · Direction: ascending · Answer mode: quality
Melody Master,melodic-intervals,Melodic Intervals,MI-S-031,,Securing,multiple-choice quality+number,1,Listen to the two piano notes and identify the complete interval name.,Perfect unison,Perfect unison | Minor 2nd | Major 2nd | Minor 3rd | Major 3rd | Perfect 4th | Perfect 5th | Minor 6th | Major 6th | Minor 7th | Major 7th | Perfect octave,Perfect unison,audio/piano/G3.mp3 | audio/piano/G3.mp3,yes | yes,modules/melodic-intervals/assets/blank-treble-bar.png,,modules/melodic-intervals/assets/blank-treble-bar.png,Piano,,ascending Perfect unison,"major, minor and perfect diatonic intervals in both directions",,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,Key: C major · Start: G4 · Target: G4 · Direction: ascending · Answer mode: quality
Melody Master,melodic-intervals,Melodic Intervals,MI-S-032,,Securing,multiple-choice quality+number,1,Listen to the two piano notes and identify the complete interval name.,Major 2nd,Perfect unison | Minor 2nd | Major 2nd | Minor 3rd | Major 3rd | Perfect 4th | Perfect 5th | Minor 6th | Major 6th | Minor 7th | Major 7th | Perfect octave,Major 2nd,audio/piano/G3.mp3 | audio/piano/A3.mp3,yes | yes,modules/melodic-intervals/assets/blank-treble-bar.png,,modules/melodic-intervals/assets/blank-treble-bar.png,Piano,,ascending Major 2nd,"major, minor and perfect diatonic intervals in both directions",,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,Key: C major · Start: G4 · Target: A4 · Direction: ascending · Answer mode: quality
Melody Master,melodic-intervals,Melodic Intervals,MI-S-033,,Securing,multiple-choice quality+number,1,Listen to the two piano notes and identify the complete interval name.,Major 3rd,Perfect unison | Minor 2nd | Major 2nd | Minor 3rd | Major 3rd | Perfect 4th | Perfect 5th | Minor 6th | Major 6th | Minor 7th | Major 7th | Perfect octave,Major 3rd,audio/piano/G3.mp3 | audio/piano/B3.mp3,yes | yes,modules/melodic-intervals/assets/blank-treble-bar.png,,modules/melodic-intervals/assets/blank-treble-bar.png,Piano,,ascending Major 3rd,"major, minor and perfect diatonic intervals in both directions",,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,Key: C major · Start: G4 · Target: B4 · Direction: ascending · Answer mode: quality
Melody Master,melodic-intervals,Melodic Intervals,MI-S-034,,Securing,multiple-choice quality+number,1,Listen to the two piano notes and identify the complete interval name.,Perfect 4th,Perfect unison | Minor 2nd | Major 2nd | Minor 3rd | Major 3rd | Perfect 4th | Perfect 5th | Minor 6th | Major 6th | Minor 7th | Major 7th | Perfect octave,Perfect 4th,audio/piano/G3.mp3 | audio/piano/C4.mp3,yes | yes,modules/melodic-intervals/assets/blank-treble-bar.png,,modules/melodic-intervals/assets/blank-treble-bar.png,Piano,,ascending Perfect 4th,"major, minor and perfect diatonic intervals in both directions",,,,,Generated from modules/melodic-intervals/interval-data.js,Uses bundled piano samples,Key: C major · Start: G4 · Target: C5 · Direction: ascending · Answer mode: quality
