app,module_id,sub_app,question_id,source_question_id,level,response_type,max_marks,prompt,correct_answer,answer_choices,accepted_answers,audio_path,audio_exists,question_asset,answer_asset,score_asset,instrument,family,clip_type,difficulty,composer,work,movement,performer,source,rights,notes
Instrument Identifier,instrument-identifier,Instrument recognition,II098,,Developing,multiple-choice,1,Identify the solo instrument.,CELLO,,,modules/instrument-identifier/audio/II098.mp3,yes,,,,CELLO,Strings,Piano Accomp.,EASY,Chopin,Cello Sonata Op.65 (3),,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II099,,Developing,multiple-choice,1,Identify the solo instrument.,CELLO,,,modules/instrument-identifier/audio/II099.mp3,yes,,,,CELLO,Strings,Piano Accomp.,EASY,Chopin,Cello Sonata Op.65 (3),,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II100,,Developing,multiple-choice,1,Identify the solo instrument.,CELLO,,,modules/instrument-identifier/audio/II100.mp3,yes,,,,CELLO,Strings,Piano Accomp.,EASY,Chopin,Cello Sonata Op.65 (3),,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II101,,Foundation,multiple-choice,1,Identify the instrument.,CELLO,,,modules/instrument-identifier/audio/II101.mp3,yes,,,,CELLO,Strings,Solo,EASY,Bach,Suite No. 4 (3),,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II102,,Foundation,multiple-choice,1,Identify the instrument.,CELLO,,,modules/instrument-identifier/audio/II102.mp3,yes,,,,CELLO,Strings,Solo,EASY,Bach,Suite No. 4 (3),,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II103,,Foundation,multiple-choice,1,Identify the instrument.,CELLO,,,modules/instrument-identifier/audio/II103.mp3,yes,,,,CELLO,Strings,Solo,EASY,Bach,Suite No. 4 (3),,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II104,,Foundation,multiple-choice,1,Identify the instrument.,CELLO,,,modules/instrument-identifier/audio/II104.mp3,yes,,,,CELLO,Strings,Solo,EASY,Bach,Suite No. 4 (3),,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II105,,Foundation,multiple-choice,1,Identify the instrument.,ACOUSTIC GUITAR,,,modules/instrument-identifier/audio/II105.mp3,yes,,,,ACOUSTIC GUITAR,Strings,Solo,MEDIUM,Bach,Suite No. 4 (Bouree),,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II106,,Foundation,multiple-choice,1,Identify the instrument.,ACOUSTIC GUITAR,,,modules/instrument-identifier/audio/II106.mp3,yes,,,,ACOUSTIC GUITAR,Strings,Solo,MEDIUM,Bach,Suite No. 4 (Bouree),,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II107,,Securing,multiple-choice,1,Identify the instrument.,ACOUSTIC GUITAR,,,modules/instrument-identifier/audio/II107.mp3,yes,,,,ACOUSTIC GUITAR,Strings,Solo,MEDIUM,Bach,Suite No. 4 (Gigue),,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II108,,Developing,multiple-choice,1,Identify the instrument.,ACOUSTIC GUITAR,,,modules/instrument-identifier/audio/II108.mp3,yes,,,,ACOUSTIC GUITAR,Strings,Solo,MEDIUM,Bach,Suite No. 4 (Gigue),,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II109,,Foundation,multiple-choice,1,Identify the instrument.,CELLO,,,modules/instrument-identifier/audio/II109.mp3,yes,,,,CELLO,Strings,Solo,EASY,Bach,Suite No. 4 (1),,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II110,,Foundation,multiple-choice,1,Identify the instrument.,CELLO,,,modules/instrument-identifier/audio/II110.mp3,yes,,,,CELLO,Strings,Solo,EASY,Bach,Suite No. 4 (1),,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II111,,Foundation,multiple-choice,1,Identify the instrument.,CELLO,,,modules/instrument-identifier/audio/II111.mp3,yes,,,,CELLO,Strings,Solo,EASY,Bach,Suite No. 4 (1),,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II112,,Developing,multiple-choice,1,Identify the instrument.,CELLO,,,modules/instrument-identifier/audio/II112.mp3,yes,,,,CELLO,Strings,Solo,EASY,Bach,Suite No. 4 (4),,,MusOpen,PD,"Double stopping, so Developing not Foundation (monophonic)."
Instrument Identifier,instrument-identifier,Instrument recognition,II113,,Foundation,multiple-choice,1,Identify the instrument.,CELLO,,,modules/instrument-identifier/audio/II113.mp3,yes,,,,CELLO,Strings,Solo,EASY,Bach,Suite No. 4 (4),,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II114,,Foundation,multiple-choice,1,Identify the instrument.,CELLO,,,modules/instrument-identifier/audio/II114.mp3,yes,,,,CELLO,Strings,Solo,EASY,Bach,Suite No. 4 (4),,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II115,,Securing,multiple-choice,1,Identify the solo instrument.,CELLO,,,modules/instrument-identifier/audio/II115.mp3,yes,,,,CELLO,Strings,Piano Accomp.,EASY,Beethoven,Cello Sonata Op. 69 (2),,,MusOpen,PD,"Higher range so could be mistaken for violin, hence level."
Instrument Identifier,instrument-identifier,Instrument recognition,II116,,Securing,multiple-choice,1,Identify the solo instrument.,CELLO,,,modules/instrument-identifier/audio/II116.mp3,yes,,,,CELLO,Strings,Piano Accomp.,MEDIUM,Beethoven,Cello Sonata Op. 69 (2),,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II117,,Securing,multiple-choice,1,Identify the solo instrument.,CELLO,,,modules/instrument-identifier/audio/II117.mp3,yes,,,,CELLO,Strings,Piano Accomp.,MEDIUM,Beethoven,Cello Sonata Op. 69 (2),,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II118,,Securing,multiple-choice,1,Identify the solo instrument.,CELLO,,,modules/instrument-identifier/audio/II118.mp3,yes,,,,CELLO,Strings,Piano Accomp.,EASY,,Op. 5 No.2 (2),,,MusOpen,PD,"Higher range and cello not so clear, hence Securing."
Instrument Identifier,instrument-identifier,Instrument recognition,II119,,Developing,multiple-choice,1,Identify the solo instrument.,CELLO,,,modules/instrument-identifier/audio/II119.mp3,yes,,,,CELLO,Strings,Piano Accomp.,EASY,,Op. 5 No.2 (2),,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II120,,Securing,multiple-choice,1,Identify the solo instrument.,CELLO,,,modules/instrument-identifier/audio/II120.mp3,yes,,,,CELLO,Strings,Piano Accomp.,MEDIUM,,Op. 5 No.2 (2),,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II121,,Mastering,multiple-choice,1,Identify the solo instrument.,DOUBLE BASS,,,modules/instrument-identifier/audio/II121.mp3,yes,,,,DOUBLE BASS,Strings,Orchestral,HARD,Bottesini,Double Bass Concerto No. 2 (2),,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II122,,Mastering,multiple-choice,1,Identify the solo instrument.,DOUBLE BASS,,,modules/instrument-identifier/audio/II122.mp3,yes,,,,DOUBLE BASS,Strings,Orchestral,HARD,Bottesini,Double Bass Concerto No. 2 (2),,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II123,,Securing,multiple-choice,1,Identify the solo instrument.,DOUBLE BASS,,,modules/instrument-identifier/audio/II123.mp3,yes,,,,DOUBLE BASS,Strings,Orchestral,HARD,Bottesini,Double Bass Concerto No. 2 (2),,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II124,,Mastering,multiple-choice,1,Identify the solo instrument.,DOUBLE BASS,,,modules/instrument-identifier/audio/II124.mp3,yes,,,,DOUBLE BASS,Strings,Orchestral,HARD,Bottesini,Double Bass Concerto No. 2 (2),,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II125,,Securing,multiple-choice,1,Identify the solo instrument.,DOUBLE BASS,,,modules/instrument-identifier/audio/II125.mp3,yes,,,,DOUBLE BASS,Strings,Orchestral,HARD,Bottesini,Double Bass Concerto No. 2 (3),,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II126,,Mastering,multiple-choice,1,Identify the solo instrument.,DOUBLE BASS,,,modules/instrument-identifier/audio/II126.mp3,yes,,,,DOUBLE BASS,Strings,Orchestral,HARD,Bottesini,Double Bass Concerto No. 2 (3),,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II127,,Mastering,multiple-choice,1,Identify the solo instrument.,DOUBLE BASS,,,modules/instrument-identifier/audio/II127.mp3,yes,,,,DOUBLE BASS,Strings,Orchestral,HARD,Bottesini,Double Bass Concerto No. 2 (3),,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II130,,Mastering,multiple-choice,1,Identify the solo instrument.,DOUBLE BASS,,,modules/instrument-identifier/audio/II130.mp3,yes,,,,DOUBLE BASS,Strings,Orchestral,HARD,Bottesini,Double Bass Concerto No. 2 (1),,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II132,,Developing,multiple-choice,1,Identify the solo instrument.,TRUMPET,,,modules/instrument-identifier/audio/II132.mp3,yes,,,,TRUMPET,Brass,Orchestral,EASY,Haydn,Trumpet Concerto HOB VIIe (1),,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II133,,Developing,multiple-choice,1,Identify the solo instrument.,TRUMPET,,,modules/instrument-identifier/audio/II133.mp3,yes,,,,TRUMPET,Brass,Orchestral,EASY,Haydn,Trumpet Concerto HOB VIIe (1),,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II134,,Developing,multiple-choice,1,Identify the solo instrument.,TRUMPET,,,modules/instrument-identifier/audio/II134.mp3,yes,,,,TRUMPET,Brass,Orchestral,EASY,Haydn,Trumpet Concerto HOB VIIe (1),,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II135,,Developing,multiple-choice,1,Identify the solo instrument.,TRUMPET,,,modules/instrument-identifier/audio/II135.mp3,yes,,,,TRUMPET,Brass,Orchestral,EASY,Haydn,Trumpet Concerto HOB VIIe (1),,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II136,,Developing,multiple-choice,1,Identify the solo instrument.,TRUMPET,,,modules/instrument-identifier/audio/II136.mp3,yes,,,,TRUMPET,Brass,Orchestral,EASY,Haydn,Trumpet Concerto HOB VIIe (1),,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II137,,Foundation,multiple-choice,1,Identify the solo instrument.,TRUMPET,,,modules/instrument-identifier/audio/II137.mp3,yes,,,,TRUMPET,Brass,Orchestral,EASY,Haydn,Trumpet Concerto HOB VIIe (1),,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II138,,Securing,multiple-choice,1,Identify the solo instrument.,TRUMPET,,,modules/instrument-identifier/audio/II138.mp3,yes,,,,TRUMPET,Brass,Orchestral,EASY,Haydn,Trumpet Concerto HOB VIIe (2),,,MusOpen,PD,"Sounds a little like a French horn, so Securing as a distractor risk."
Instrument Identifier,instrument-identifier,Instrument recognition,II139,,Developing,multiple-choice,1,Identify the solo instrument.,TRUMPET,,,modules/instrument-identifier/audio/II139.mp3,yes,,,,TRUMPET,Brass,Orchestral,EASY,Haydn,Trumpet Concerto HOB VIIe (2),,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II140,,Developing,multiple-choice,1,Identify the solo instrument.,TRUMPET,,,modules/instrument-identifier/audio/II140.mp3,yes,,,,TRUMPET,Brass,Orchestral,EASY,Haydn,Trumpet Concerto HOB VIIe (3),,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II141,,Developing,multiple-choice,1,Identify the solo instrument.,TRUMPET,,,modules/instrument-identifier/audio/II141.mp3,yes,,,,TRUMPET,Brass,Orchestral,EASY,Haydn,Trumpet Concerto HOB VIIe (3),,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II142,,Developing,multiple-choice,1,Identify the solo instrument.,TRUMPET,,,modules/instrument-identifier/audio/II142.mp3,yes,,,,TRUMPET,Brass,Orchestral,EASY,Haydn,Trumpet Concerto HOB VIIe (3),,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II143,,Developing,multiple-choice,1,Identify the solo instrument.,TRUMPET,,,modules/instrument-identifier/audio/II143.mp3,yes,,,,TRUMPET,Brass,Orchestral,EASY,Haydn,Trumpet Concerto HOB VIIe (3),,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II144,,Developing,multiple-choice,1,Identify the solo instrument.,TRUMPET,,,modules/instrument-identifier/audio/II144.mp3,yes,,,,TRUMPET,Brass,Organ Accomp.,MEDIUM,Grossi,Trumpet Sonata Op. 3 No.12 (3),,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II145,,Developing,multiple-choice,1,Identify the solo instrument.,TRUMPET,,,modules/instrument-identifier/audio/II145.mp3,yes,,,,TRUMPET,Brass,Organ Accomp.,MEDIUM,Grossi,Trumpet Sonata Op. 3 No.12 (3),,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II146,,Developing,multiple-choice,1,Identify the solo instrument.,FRENCH HORN,,,modules/instrument-identifier/audio/II146.mp3,yes,,,,FRENCH HORN,Brass,Orchestral,MEDIUM,Mozart,Horn Concerto K142 (1),,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II147,,Developing,multiple-choice,1,Identify the solo instrument.,FRENCH HORN,,,modules/instrument-identifier/audio/II147.mp3,yes,,,,FRENCH HORN,Brass,Orchestral,MEDIUM,Mozart,Horn Concerto K142 (1),,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II148,,Developing,multiple-choice,1,Identify the solo instrument.,FRENCH HORN,,,modules/instrument-identifier/audio/II148.mp3,yes,,,,FRENCH HORN,Brass,Orchestral,MEDIUM,Mozart,Horn Concerto K142 (1),,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II152,,Securing,multiple-choice,1,Identify the solo instrument.,CLARINET,,,modules/instrument-identifier/audio/II152.mp3,yes,,,,CLARINET,Woodwind,Orchestral,EASY,von Weber,Clarinet Concerto Op. 73 (2),,,MusOpen,PD,"Low Quality Sounds a bit oboe-esque, so levelled as Securing."
Instrument Identifier,instrument-identifier,Instrument recognition,II153,,Securing,multiple-choice,1,Identify the solo instrument.,CLARINET,,,modules/instrument-identifier/audio/II153.mp3,yes,,,,CLARINET,Woodwind,Orchestral,MEDIUM,von Weber,Clarinet Concerto Op. 73 (2),,,MusOpen,PD,"Low Quality Hard to hear clarinet over orchestra, so harder."
Instrument Identifier,instrument-identifier,Instrument recognition,II154,,Securing,multiple-choice,1,Identify the solo instrument.,CLARINET,,,modules/instrument-identifier/audio/II154.mp3,yes,,,,CLARINET,Woodwind,Orchestral,MEDIUM,von Weber,Clarinet Concerto Op. 73 (2),,,MusOpen,PD,Low Quality Sounds a bit oboe-like so Securing.
Instrument Identifier,instrument-identifier,Instrument recognition,II155,,Securing,multiple-choice,1,Identify the solo instrument.,CLARINET,,,modules/instrument-identifier/audio/II155.mp3,yes,,,,CLARINET,Woodwind,Orchestral,MEDIUM,von Weber,Clarinet Concerto Op. 73 (2),,,MusOpen,PD,Low Quality
Instrument Identifier,instrument-identifier,Instrument recognition,II156,,Developing,multiple-choice,1,Identify the solo instrument.,CLARINET,,,modules/instrument-identifier/audio/II156.mp3,yes,,,,CLARINET,Woodwind,Orchestral,MEDIUM,von Weber,Clarinet Concerto Op. 73 (1),,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II157,,Developing,multiple-choice,1,Identify the solo instrument.,CLARINET,,,modules/instrument-identifier/audio/II157.mp3,yes,,,,CLARINET,Woodwind,Orchestral,EASY,von Weber,Clarinet Concerto Op. 73 (1),,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II158,,Developing,multiple-choice,1,Identify the solo instrument.,CLARINET,,,modules/instrument-identifier/audio/II158.mp3,yes,,,,CLARINET,Woodwind,Orchestral,EASY,von Weber,Clarinet Concerto Op. 73 (1),,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II159,,Developing,multiple-choice,1,Identify the solo instrument.,CLARINET,,,modules/instrument-identifier/audio/II159.mp3,yes,,,,CLARINET,Woodwind,Orchestral,EASY,von Weber,Clarinet Concerto Op. 73 (1),,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II160,,Securing,multiple-choice,1,Identify the solo instrument.,CLARINET,,,modules/instrument-identifier/audio/II160.mp3,yes,,,,CLARINET,Woodwind,Orchestral,EASY,von Weber,Clarinet Concerto Op. 73 (1),,,MusOpen,PD,High range makes this Securing.
Instrument Identifier,instrument-identifier,Instrument recognition,II161,,Developing,multiple-choice,1,Identify the solo instrument.,CLARINET,,,modules/instrument-identifier/audio/II161.mp3,yes,,,,CLARINET,Woodwind,Orchestral,EASY,von Weber,Clarinet Concerto Op. 73 (3),,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II162,,Developing,multiple-choice,1,Identify the solo instrument.,CLARINET,,,modules/instrument-identifier/audio/II162.mp3,yes,,,,CLARINET,Woodwind,Orchestral,EASY,von Weber,Clarinet Concerto Op. 73 (3),,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II163,,Securing,multiple-choice,1,Identify the solo instrument.,CLARINET,,,modules/instrument-identifier/audio/II163.mp3,yes,,,,CLARINET,Woodwind,Orchestral,EASY,von Weber,Clarinet Concerto Op. 73 (3),,,MusOpen,PD,Poor recording makes question harder.
Instrument Identifier,instrument-identifier,Instrument recognition,II164,,Securing,multiple-choice,1,Identify the solo instrument.,CLARINET,,,modules/instrument-identifier/audio/II164.mp3,yes,,,,CLARINET,Woodwind,Organ Accomp.,EASY,von Weber,Clarinet Concerto Op. 73 (3),,,MusOpen,PD,Poor recording makes it harder.
Instrument Identifier,instrument-identifier,Instrument recognition,II165,,Developing,multiple-choice,1,Identify the solo instrument.,CLARINET,,,modules/instrument-identifier/audio/II165.mp3,yes,,,,CLARINET,Woodwind,Organ Accomp.,EASY,,Clarinet Concerto,,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II166,,Securing,multiple-choice,1,Identify the solo instrument.,CLARINET,,,modules/instrument-identifier/audio/II166.mp3,yes,,,,CLARINET,Woodwind,Organ Accomp.,MEDIUM,,Clarinet Concerto,,,MusOpen,PD,Hard to identify with organ present — Securing.
Instrument Identifier,instrument-identifier,Instrument recognition,II167,,Developing,multiple-choice,1,Identify the solo instrument.,CLARINET,,,modules/instrument-identifier/audio/II167.mp3,yes,,,,CLARINET,Woodwind,Organ Accomp.,MEDIUM,,Clarinet Concerto,,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II168,,Securing,multiple-choice,1,Identify the solo instrument.,CLARINET,,,modules/instrument-identifier/audio/II168.mp3,yes,,,,CLARINET,Woodwind,Organ Accomp.,MEDIUM,,Clarinet Concerto,,,MusOpen,PD,Hard with organ present to recognise — Securing.
Instrument Identifier,instrument-identifier,Instrument recognition,II169,,Securing,multiple-choice,1,Identify the solo instrument.,CLARINET,,,modules/instrument-identifier/audio/II169.mp3,yes,,,,CLARINET,Woodwind,Organ Accomp.,MEDIUM,,Clarinet Concerto,,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II170,,Securing,multiple-choice,1,Identify the solo instrument.,CLARINET,,,modules/instrument-identifier/audio/II170.mp3,yes,,,,CLARINET,Woodwind,Organ Accomp.,MEDIUM,,Clarinet Concerto,,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II171,,Securing,multiple-choice,1,Identify the solo instrument.,CLARINET,,,modules/instrument-identifier/audio/II171.mp3,yes,,,,CLARINET,Woodwind,Orchestral,EASY,von Weber,Clarinet Concerto Op. 26,,,MusOpen,PD,"Sounds a bit like oboe, hence Securing."
Instrument Identifier,instrument-identifier,Instrument recognition,II172,,Developing,multiple-choice,1,Identify the solo instrument.,CLARINET,,,modules/instrument-identifier/audio/II172.mp3,yes,,,,CLARINET,Woodwind,Orchestral,EASY,von Weber,Clarinet Concerto Op. 26,,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II173,,Developing,multiple-choice,1,Identify the solo instrument.,CLARINET,,,modules/instrument-identifier/audio/II173.mp3,yes,,,,CLARINET,Woodwind,Orchestral,EASY,von Weber,Clarinet Concerto Op. 26,,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II174,,Securing,multiple-choice,1,Identify the solo instrument.,CLARINET,,,modules/instrument-identifier/audio/II174.mp3,yes,,,,CLARINET,Woodwind,Orchestral,EASY,von Weber,Clarinet Concerto Op. 26,,,MusOpen,PD,"Heavy articulation makes the clip harder, hence Securing."
Instrument Identifier,instrument-identifier,Instrument recognition,II175,,Securing,multiple-choice,1,Identify the solo instrument.,CLARINET,,,modules/instrument-identifier/audio/II175.mp3,yes,,,,CLARINET,Woodwind,Orchestral,EASY,von Weber,Clarinet Concerto Op. 26,,,MusOpen,PD,"Poor recording, harder."
Instrument Identifier,instrument-identifier,Instrument recognition,II176,,Securing,multiple-choice,1,Identify the solo instrument.,CLARINET,,,modules/instrument-identifier/audio/II176.mp3,yes,,,,CLARINET,Woodwind,Orchestral,,Mozart,Clarinet Concerto K662,,,MusOpen,PD,"Occasional doubling of clarinet part, so harder and Securing."
Instrument Identifier,instrument-identifier,Instrument recognition,II177,,Developing,multiple-choice,1,Identify the solo instrument.,CLARINET,,,modules/instrument-identifier/audio/II177.mp3,yes,,,,CLARINET,Woodwind,Orchestral,,Mozart,Clarinet Concerto K662,,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II178,,Developing,multiple-choice,1,Identify the solo instrument.,CLARINET,,,modules/instrument-identifier/audio/II178.mp3,yes,,,,CLARINET,Woodwind,Orchestral,,Mozart,Clarinet Concerto K662,,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II179,,Securing,multiple-choice,1,Identify the solo instrument.,CLARINET,,,modules/instrument-identifier/audio/II179.mp3,yes,,,,CLARINET,Woodwind,Orchestral,,Mozart,Clarinet Concerto K662,,,MusOpen,PD,"Occasional doubling of melody, so a bit harder, Securing."
Instrument Identifier,instrument-identifier,Instrument recognition,II180,,Developing,multiple-choice,1,Identify the solo instrument.,CLARINET,,,modules/instrument-identifier/audio/II180.mp3,yes,,,,CLARINET,Woodwind,Orchestral,,Mozart,Clarinet Concerto K662,,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II181,,Developing,multiple-choice,1,Identify the solo instrument.,CLARINET,,,modules/instrument-identifier/audio/II181.mp3,yes,,,,CLARINET,Woodwind,Orchestral,,Mozart,Clarinet Concerto K662 (2),,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II182,,Developing,multiple-choice,1,Identify the solo instrument.,CLARINET,,,modules/instrument-identifier/audio/II182.mp3,yes,,,,CLARINET,Woodwind,Orchestral,,Mozart,Clarinet Concerto K662 (2),,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II183,,Developing,multiple-choice,1,Identify the solo instrument.,CLARINET,,,modules/instrument-identifier/audio/II183.mp3,yes,,,,CLARINET,Woodwind,Orchestral,,Mozart,Clarinet Concerto K662 (2),,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II184,,Developing,multiple-choice,1,Identify the solo instrument.,FLUTE,,,modules/instrument-identifier/audio/II184.mp3,yes,,,,FLUTE,Woodwind,Piano Accomp.,,Faure,Fantasia Op. 79 Allegro,,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II185,,Developing,multiple-choice,1,Identify the solo instrument.,FLUTE,,,modules/instrument-identifier/audio/II185.mp3,yes,,,,FLUTE,Woodwind,Piano Accomp.,,Faure,Fantasia Op. 79 Allegro,,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II186,,Developing,multiple-choice,1,Identify the solo instrument.,FLUTE,,,modules/instrument-identifier/audio/II186.mp3,yes,,,,FLUTE,Woodwind,Piano Accomp.,,Faure,Fantasia Op. 79 Allegro,,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II187,,Securing,multiple-choice,1,Identify the solo instrument.,FLUTE,,,modules/instrument-identifier/audio/II187.mp3,yes,,,,FLUTE,Woodwind,Piano Accomp.,,Faure,Fantasia Op. 79 Allegro,,,MusOpen,PD,"Strange articulation makes this harder, Securing."
Instrument Identifier,instrument-identifier,Instrument recognition,II188,,Developing,multiple-choice,1,Identify the solo instrument.,FLUTE,,,modules/instrument-identifier/audio/II188.mp3,yes,,,,FLUTE,Woodwind,Piano Accomp.,,Faure,Fantasia Op. 79 Andantino,,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II189,,Securing,multiple-choice,1,Identify the solo instrument.,FLUTE,,,modules/instrument-identifier/audio/II189.mp3,yes,,,,FLUTE,Woodwind,Piano Accomp.,,Faure,Fantasia Op. 79 Andantino,,,MusOpen,PD,"Sounds a bit clarinet-like at times, Securing."
Instrument Identifier,instrument-identifier,Instrument recognition,II190,,Developing,multiple-choice,1,Identify the solo instrument.,FLUTE,,,modules/instrument-identifier/audio/II190.mp3,yes,,,,FLUTE,Woodwind,Piano Accomp.,,Faure,Fantasia Op. 79 Andantino,,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II191,,Developing,multiple-choice,1,Identify the solo instrument.,RECORDER,,,modules/instrument-identifier/audio/II191.mp3,yes,,,,RECORDER,Woodwind,Harpsichord,,Bach,Flute Sonata BWV 1034,,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II192,,Securing,multiple-choice,1,Identify the solo instrument.,RECORDER,,,modules/instrument-identifier/audio/II192.mp3,yes,,,,RECORDER,Woodwind,Harpsichord,,Bach,Flute Sonata BWV 1034,,,MusOpen,PD,Sounds like a recorder so a little harder — Securing level for this question.
Instrument Identifier,instrument-identifier,Instrument recognition,II193,,Developing,multiple-choice,1,Identify the solo instrument.,RECORDER,,,modules/instrument-identifier/audio/II193.mp3,yes,,,,RECORDER,Woodwind,Harpsichord,,Bach,Flute Sonata BWV 1034,,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II194,,Developing,multiple-choice,1,Identify the solo instrument.,RECORDER,,,modules/instrument-identifier/audio/II194.mp3,yes,,,,RECORDER,Woodwind,Harpsichord,,Bach,Flute Sonata BWV 1034,,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II195,,Developing,multiple-choice,1,Identify the solo instrument.,RECORDER,,,modules/instrument-identifier/audio/II195.mp3,yes,,,,RECORDER,Woodwind,Harpsichord,,Bach,Flute Sonata BWV 1034,,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II196,,Developing,multiple-choice,1,Identify the solo instrument.,RECORDER,,,modules/instrument-identifier/audio/II196.mp3,yes,,,,RECORDER,Woodwind,Harpsichord,,Bach,Flute Sonata BWV 1034,,,MusOpen,PD,
Instrument Identifier,instrument-identifier,Instrument recognition,II197,,Securing,multiple-choice,1,Identify the solo instrument.,RECORDER,,,modules/instrument-identifier/audio/II197.mp3,yes,,,,RECORDER,Woodwind,Harpsichord,,Bach,Flute Sonata BWV 1034,,,MusOpen,PD,"Fuller texture and sounds like recorder, so harder — Securing."
