question_id,clip_id,aos_code,aos_label,source_basis,metadata_confidence,notes
II007,II007,AoS1,Baroque music,genre field (era),high,
II008,II008,AoS1,Baroque music,genre field (era),high,
II009,II009,AoS1,Baroque music,genre field (era),high,
II010,II010,AoS1,Baroque music,genre field (era),high,
II011,II011,AoS2,Classical music,genre field (era),high,
II012,II012,AoS2,Classical music,genre field (era),high,
II014,II014,AoS2,Classical music,genre field (era),high,
II015,II015,AoS2,Classical music,genre field (era),high,
II016,II016,AoS2,Classical music,genre field (era),high,
II017,II017,AoS2,Classical music,genre field (era),high,
II018,II018,AoS2,Classical music,genre field (era),high,
II019,II019,AoS2,Classical music,genre field (era),high,
II020,II020,AoS1,Baroque music,genre field (era),high,
II021,II021,AoS1,Baroque music,genre field (era),high,
II022,II022,AoS1,Baroque music,genre field (era),high,
II023,II023,AoS1,Baroque music,genre field (era),high,
II024,II024,AoS1,Baroque music,genre field (era),high,
II025,II025,AoS5,Music for dance,work title (dance form),medium,"""Sicilliene"" is a stylised dance-form title (Sicilienne); 20th-century piece with no other AoS4-7 category fit, closest fit AoS5"
II026,II026,AoS5,Music for dance,work title (dance form),medium,"""Sicilliene"" is a stylised dance-form title (Sicilienne); 20th-century piece with no other AoS4-7 category fit, closest fit AoS5"
II031,II031,AoS1,Baroque music,genre field (era),high,
II032,II032,AoS1,Baroque music,genre field (era),high,
II033,II033,AoS2,Classical music,composer/era,medium,
II034,II034,AoS2,Classical music,composer/era,medium,
II035,II035,AoS3,Romantic music,genre field (era),high,
II036,II036,AoS3,Romantic music,genre field (era),high,
II037,II037,AoS3,Romantic music,genre field (era),high,
II038,II038,AoS3,Romantic music,genre field (era),high,
II039,II039,AoS1,Baroque music,genre field (era),high,
II040,II040,AoS1,Baroque music,genre field (era),high,
II041,II041,AoS1,Baroque music,genre field (era),high,
II042,II042,AoS1,Baroque music,genre field (era),high,
II048,II048,AoS3,Romantic music,composer/style,medium,"Elgar, 1919 concerto; stylistically continues Romantic concerto tradition despite the date, closest fit AoS3"
II049,II049,AoS3,Romantic music,composer/style,medium,"Elgar, 1919 concerto; stylistically continues Romantic concerto tradition despite the date, closest fit AoS3"
II050,II050,AoS3,Romantic music,composer/style,medium,"Elgar, 1919 concerto; stylistically continues Romantic concerto tradition despite the date, closest fit AoS3"
II051,II051,AoS3,Romantic music,composer/style,medium,"Elgar, 1919 concerto; stylistically continues Romantic concerto tradition despite the date, closest fit AoS3"
II052,II052,AoS3,Romantic music,composer/style,medium,"Elgar, 1919 concerto; stylistically continues Romantic concerto tradition despite the date, closest fit AoS3"
II053,II053,AoS3,Romantic music,genre field (era),high,
II054,II054,AoS3,Romantic music,genre field (era),high,
II055,II055,AoS3,Romantic music,genre field (era),high,
II056,II056,AoS3,Romantic music,composer/style,medium,"Elgar, 1919 concerto; stylistically continues Romantic concerto tradition despite the date, closest fit AoS3"
II057,II057,AoS3,Romantic music,composer/style,medium,"Elgar, 1919 concerto; stylistically continues Romantic concerto tradition despite the date, closest fit AoS3"
II058,II058,AoS3,Romantic music,composer/style,medium,"Elgar, 1919 concerto; stylistically continues Romantic concerto tradition despite the date, closest fit AoS3"
II059,II059,AoS3,Romantic music,composer/style,medium,"Elgar, 1919 concerto; stylistically continues Romantic concerto tradition despite the date, closest fit AoS3"
II060,II060,AoS3,Romantic music,composer/style,medium,"Elgar, 1919 concerto; stylistically continues Romantic concerto tradition despite the date, closest fit AoS3"
II061,II061,AoS3,Romantic music,composer/style,medium,"Elgar, 1919 concerto; stylistically continues Romantic concerto tradition despite the date, closest fit AoS3"
II062,II062,AoS3,Romantic music,genre field (era),high,
II063,II063,AoS3,Romantic music,genre field (era),high,
II064,II064,AoS3,Romantic music,genre field (era),high,
II065,II065,AoS3,Romantic music,genre field (era),high,
II066,II066,AoS2,Classical music,genre field (era),high,
II067,II067,AoS2,Classical music,genre field (era),high,
II068,II068,AoS2,Classical music,genre field (era),high,
II069,II069,AoS2,Classical music,genre field (era),high,
II070,II070,AoS1,Baroque music,genre field (era),high,
II071,II071,AoS1,Baroque music,genre field (era),high,
II072,II072,AoS1,Baroque music,genre field (era),high,
II073,II073,AoS1,Baroque music,genre field (era),high,
II074,II074,AoS1,Baroque music,genre field (era),high,
II075,II075,AoS3,Romantic music,genre field (era),high,
II076,II076,AoS3,Romantic music,genre field (era),high,
II077,II077,AoS3,Romantic music,genre field (era),high,
II078,II078,AoS1,Baroque music,genre field (era),high,
II079,II079,AoS1,Baroque music,genre field (era),high,
II080,II080,AoS1,Baroque music,genre field (era),high,
II081,II081,AoS1,Baroque music,genre field (era),high,
II082,II082,AoS1,Baroque music,genre field (era),high,
II083,II083,AoS1,Baroque music,genre field (era),high,
II084,II084,AoS1,Baroque music,genre field (era),high,
II085,II085,AoS1,Baroque music,genre field (era),high,
II090,II090,AoS2,Classical music,genre field (era),high,
II091,II091,AoS2,Classical music,genre field (era),high,
II092,II092,AoS2,Classical music,genre field (era),high,
II093,II093,AoS2,Classical music,genre field (era),high,
II094,II094,AoS2,Classical music,genre field (era),high,
II096,II096,AoS2,Classical music,genre field (era),high,
II097,II097,AoS2,Classical music,genre field (era),high,
II098,II098,AoS3,Romantic music,genre field (era),high,
II099,II099,AoS3,Romantic music,genre field (era),high,
II100,II100,AoS3,Romantic music,genre field (era),high,
II101,II101,AoS1,Baroque music,genre field (era),high,
II102,II102,AoS1,Baroque music,genre field (era),high,
II103,II103,AoS1,Baroque music,genre field (era),high,
II104,II104,AoS1,Baroque music,genre field (era),high,
II105,II105,AoS1,Baroque music,genre field (era),high,
II106,II106,AoS1,Baroque music,genre field (era),high,
II107,II107,AoS1,Baroque music,genre field (era),high,
II108,II108,AoS1,Baroque music,genre field (era),high,
II109,II109,AoS1,Baroque music,genre field (era),high,
II110,II110,AoS1,Baroque music,genre field (era),high,
II111,II111,AoS1,Baroque music,genre field (era),high,
II112,II112,AoS1,Baroque music,genre field (era),high,
II113,II113,AoS1,Baroque music,genre field (era),high,
II114,II114,AoS1,Baroque music,genre field (era),high,
II115,II115,AoS2,Classical music,genre field (era),high,
II116,II116,AoS2,Classical music,genre field (era),high,
II117,II117,AoS2,Classical music,genre field (era),high,
II121,II121,AoS3,Romantic music,genre field (era),high,
II122,II122,AoS3,Romantic music,genre field (era),high,
II123,II123,AoS3,Romantic music,genre field (era),high,
II124,II124,AoS3,Romantic music,genre field (era),high,
II125,II125,AoS3,Romantic music,genre field (era),high,
II126,II126,AoS3,Romantic music,genre field (era),high,
II127,II127,AoS3,Romantic music,genre field (era),high,
II130,II130,AoS3,Romantic music,genre field (era),high,
II132,II132,AoS2,Classical music,genre field (era),high,
II133,II133,AoS2,Classical music,genre field (era),high,
II134,II134,AoS2,Classical music,genre field (era),high,
II135,II135,AoS2,Classical music,genre field (era),high,
II136,II136,AoS2,Classical music,genre field (era),high,
II137,II137,AoS2,Classical music,genre field (era),high,
II138,II138,AoS2,Classical music,genre field (era),high,
II139,II139,AoS2,Classical music,genre field (era),high,
II140,II140,AoS2,Classical music,genre field (era),high,
II141,II141,AoS2,Classical music,genre field (era),high,
II142,II142,AoS2,Classical music,genre field (era),high,
II143,II143,AoS2,Classical music,genre field (era),high,
II144,II144,AoS1,Baroque music,genre field (era),high,
II145,II145,AoS1,Baroque music,genre field (era),high,
II146,II146,AoS2,Classical music,genre field (era),high,
II147,II147,AoS2,Classical music,genre field (era),high,
II148,II148,AoS2,Classical music,genre field (era),high,
II152,II152,AoS2,Classical music,genre field (era),high,
II153,II153,AoS2,Classical music,genre field (era),high,
II154,II154,AoS2,Classical music,genre field (era),high,
II155,II155,AoS2,Classical music,genre field (era),high,
II156,II156,AoS2,Classical music,genre field (era),high,
II157,II157,AoS2,Classical music,genre field (era),high,
II158,II158,AoS2,Classical music,genre field (era),high,
II159,II159,AoS2,Classical music,genre field (era),high,
II160,II160,AoS2,Classical music,genre field (era),high,
II161,II161,AoS2,Classical music,genre field (era),high,
II162,II162,AoS2,Classical music,genre field (era),high,
II163,II163,AoS2,Classical music,genre field (era),high,
II164,II164,AoS2,Classical music,genre field (era),high,
II171,II171,AoS2,Classical music,genre field (era),high,
II172,II172,AoS2,Classical music,genre field (era),high,
II173,II173,AoS2,Classical music,genre field (era),high,
II174,II174,AoS2,Classical music,genre field (era),high,
II175,II175,AoS2,Classical music,genre field (era),high,
II176,II176,AoS2,Classical music,genre field (era),high,
II177,II177,AoS2,Classical music,genre field (era),high,
II178,II178,AoS2,Classical music,genre field (era),high,
II179,II179,AoS2,Classical music,genre field (era),high,
II180,II180,AoS2,Classical music,genre field (era),high,
II181,II181,AoS2,Classical music,genre field (era),high,
II182,II182,AoS2,Classical music,genre field (era),high,
II183,II183,AoS2,Classical music,genre field (era),high,
II184,II184,AoS3,Romantic music,genre field (era),high,
II185,II185,AoS3,Romantic music,genre field (era),high,
II186,II186,AoS3,Romantic music,genre field (era),high,
II187,II187,AoS3,Romantic music,genre field (era),high,
II188,II188,AoS3,Romantic music,genre field (era),high,
II189,II189,AoS3,Romantic music,genre field (era),high,
II190,II190,AoS3,Romantic music,genre field (era),high,
II191,II191,AoS1,Baroque music,genre field (era),high,
II192,II192,AoS1,Baroque music,genre field (era),high,
II193,II193,AoS1,Baroque music,genre field (era),high,
II194,II194,AoS1,Baroque music,genre field (era),high,
II195,II195,AoS1,Baroque music,genre field (era),high,
II196,II196,AoS1,Baroque music,genre field (era),high,
II197,II197,AoS1,Baroque music,genre field (era),high,
II198,II198,AoS1,Baroque music,genre field (era),high,
II199,II199,AoS1,Baroque music,genre field (era),high,
II200,II200,AoS1,Baroque music,genre field (era),high,
II201,II201,AoS1,Baroque music,genre field (era),high,
II202,II202,AoS1,Baroque music,genre field (era),high,
II203,II203,AoS1,Baroque music,genre field (era),high,
II205,II205,AoS1,Baroque music,genre field (era),high,
II206,II206,AoS1,Baroque music,genre field (era),high,
II212,II212,AoS3,Romantic music,genre field (era),high,
II213,II213,AoS3,Romantic music,genre field (era),high,
II214,II214,AoS3,Romantic music,genre field (era),high,
II215,II215,AoS3,Romantic music,genre field (era),high,
II216,II216,AoS3,Romantic music,genre field (era),high,
II217,II217,AoS3,Romantic music,genre field (era),high,
II218,II218,AoS3,Romantic music,genre field (era),high,
II219,II219,AoS3,Romantic music,genre field (era),high,
II220,II220,AoS3,Romantic music,genre field (era),high,
II221,II221,AoS3,Romantic music,genre field (era),high,
II223,II223,AoS1,Baroque music,genre field (era),high,
II224,II224,AoS1,Baroque music,genre field (era),high,
II225,II225,AoS1,Baroque music,genre field (era),high,
II226,II226,AoS1,Baroque music,genre field (era),high,
II227,II227,AoS1,Baroque music,genre field (era),high,
II241,II241,AoS1,Baroque music,genre field (era),high,
II242,II242,AoS1,Baroque music,genre field (era),high,
II243,II243,AoS1,Baroque music,genre field (era),high,
II244,II244,AoS1,Baroque music,genre field (era),high,
II245,II245,AoS1,Baroque music,genre field (era),high,
II246,II246,AoS1,Baroque music,genre field (era),high,
II247,II247,AoS1,Baroque music,genre field (era),high,
II248,II248,AoS1,Baroque music,genre field (era),high,
II249,II249,AoS1,Baroque music,genre field (era),high,
II285,II285,AoS3,Romantic music,genre field (era),high,
II286,II286,AoS7,Music for stage and screen,prior review remark,high,
II287,II287,AoS7,Music for stage and screen,prior review remark,high,
II288,II288,AoS7,Music for stage and screen,prior review remark,high,
II289,II289,AoS7,Music for stage and screen,prior review remark,high,
II291,II291,AoS7,Music for stage and screen,prior review remark,high,
II292,II292,AoS7,Music for stage and screen,prior review remark,high,
II293,II293,AoS7,Music for stage and screen,prior review remark,high,
II294,II294,AoS7,Music for stage and screen,prior review remark,high,
II295,II295,AoS5,Music for dance,prior review remark,high,
II296,II296,AoS5,Music for dance,prior review remark,high,
II297,II297,AoS5,Music for dance,prior review remark,high,
II298,II298,AoS4,Music and words,prior review remark,high,
II299,II299,AoS4,Music and words,prior review remark,high,
II300,II300,AoS5,Music for dance,prior review remark,high,
II301,II301,AoS5,Music for dance,prior review remark,high,
II302,II302,AoS5,Music for dance,prior review remark,high,
II303,II303,AoS5,Music for dance,prior review remark,high,
II305,II305,AoS5,Music for dance,prior review remark,high,
II306,II306,AoS5,Music for dance,prior review remark,high,
II309,II309,AoS6,Music for small ensemble,prior review remark,high,
II311,II311,AoS6,Music for small ensemble,prior review remark,high,
II312,II312,AoS6,Music for small ensemble,prior review remark,high,
II313,II313,AoS6,Music for small ensemble,prior review remark,high,
II314,II314,AoS6,Music for small ensemble,prior review remark,high,
II315,II315,AoS6,Music for small ensemble,prior review remark,high,
II316,II316,AoS6,Music for small ensemble,prior review remark,high,
II317,II317,AoS6,Music for small ensemble,prior review remark,high,
II318,II318,AoS5,Music for dance,prior review remark,high,
II319,II319,AoS5,Music for dance,prior review remark,high,
II322,II322,AoS5,Music for dance,prior review remark,high,
II323,II323,AoS6,Music for small ensemble,prior review remark,high,
II324,II324,AoS5,Music for dance,prior review remark,high,
II191K,II191K,AoS1,Baroque music,genre field (era),high,
II192K,II192K,AoS1,Baroque music,genre field (era),high,
II193K,II193K,AoS1,Baroque music,genre field (era),high,
II195K,II195K,AoS1,Baroque music,genre field (era),high,
II196K,II196K,AoS1,Baroque music,genre field (era),high,
II198K,II198K,AoS1,Baroque music,genre field (era),high,
II325,II325,AoS3,Romantic music,genre field (era),high,
II376,II376,AoS3,Romantic music,genre field (era),high,
II397,II397,AoS6,Music for small ensemble,composer/tradition (world ensemble),high,
II398,II398,AoS6,Music for small ensemble,composer/tradition (world ensemble),high,
II399,II399,AoS6,Music for small ensemble,composer/tradition (world ensemble),high,
II400,II400,AoS6,Music for small ensemble,composer/tradition (world ensemble),high,
II401,II401,AoS3,Romantic music,genre field (era),high,
II402,II402,AoS6,Music for small ensemble,composer/tradition (world ensemble),high,
II403,II403,AoS6,Music for small ensemble,composer/tradition (world ensemble),high,
II404,II404,AoS4,Music and words,genre field,high,
II405,II405,AoS4,Music and words,genre field,high,
II406,II406,AoS3,Romantic music,composer/era,medium,
II407,II407,AoS3,Romantic music,composer/era,medium,
II408,II408,AoS6,Music for small ensemble,genre field,high,
II409,II409,AoS6,Music for small ensemble,genre field,high,
II410,II410,AoS6,Music for small ensemble,genre field,high,
II411,II411,AoS6,Music for small ensemble,prior review remark,high,
II412,II412,AoS6,Music for small ensemble,prior review remark,high,
II413,II413,AoS6,Music for small ensemble,prior review remark,high,
II414,II414,AoS6,Music for small ensemble,prior review remark,high,
II027,II027,AoS1,Baroque music,form convention,medium,"Sarabande is a Baroque dance-suite movement (solo, unaccompanied - consistent with a Baroque solo suite)"
II028,II028,AoS1,Baroque music,form convention,medium,"Sarabande is a Baroque dance-suite movement (solo, unaccompanied - consistent with a Baroque solo suite)"
II029,II029,AoS1,Baroque music,form convention,medium,"Sarabande is a Baroque dance-suite movement (solo, unaccompanied - consistent with a Baroque solo suite)"
II030,II030,AoS1,Baroque music,form convention,medium,"""Double"" (variation movement) is a Baroque dance-suite term"
II208,II208,AoS1,Baroque music,instrumentation/form convention,medium,"trumpet + organ accompaniment, Rondeau form - Baroque convention (e.g. Mouret/Purcell-style trumpet repertoire)"
II209,II209,AoS1,Baroque music,instrumentation/form convention,medium,"trumpet + organ accompaniment, Rondeau form - Baroque convention (e.g. Mouret/Purcell-style trumpet repertoire)"
II210,II210,AoS1,Baroque music,instrumentation/form convention,medium,"trumpet + organ accompaniment, Rondeau form - Baroque convention (e.g. Mouret/Purcell-style trumpet repertoire)"
II211,II211,AoS1,Baroque music,instrumentation/form convention,medium,"trumpet + organ accompaniment, Rondeau form - Baroque convention (e.g. Mouret/Purcell-style trumpet repertoire)"
II228,II228,AoS1,Baroque music,form convention,medium,Siciliano + Rondeau are Baroque dance/form terms
II229,II229,AoS1,Baroque music,form convention,medium,Siciliano + Rondeau are Baroque dance/form terms
II230,II230,AoS1,Baroque music,form convention,medium,Siciliano + Rondeau are Baroque dance/form terms
II231,II231,AoS1,Baroque music,form convention,medium,Siciliano + Rondeau are Baroque dance/form terms
II256,II256,AoS1,Baroque music,work title,high,BWV catalogue number (J.S. Bach)
II257,II257,AoS1,Baroque music,work title,high,BWV catalogue number (J.S. Bach)
II258,II258,AoS1,Baroque music,work title,high,BWV catalogue number (J.S. Bach)
II259,II259,AoS1,Baroque music,work title,high,BWV catalogue number (J.S. Bach)
II260,II260,AoS1,Baroque music,work title,high,BWV catalogue number (J.S. Bach)
II261,II261,AoS1,Baroque music,work title,high,BWV catalogue number (J.S. Bach)
II262,II262,AoS1,Baroque music,work title,high,BWV catalogue number (J.S. Bach)
II263,II263,AoS1,Baroque music,work title,high,BWV catalogue number (J.S. Bach)
II264,II264,AoS3,Romantic music,instrumentation convention,medium,"oboe + piano character piece; piano (not harpsichord/organ) accompaniment suggests a Romantic-era salon miniature, genre convention only"
II265,II265,AoS3,Romantic music,instrumentation convention,medium,"oboe + piano character piece; piano (not harpsichord/organ) accompaniment suggests a Romantic-era salon miniature, genre convention only"
II266,II266,AoS3,Romantic music,instrumentation convention,medium,"oboe + piano character piece; piano (not harpsichord/organ) accompaniment suggests a Romantic-era salon miniature, genre convention only"
II267,II267,AoS3,Romantic music,instrumentation convention,medium,"oboe + piano character piece; piano (not harpsichord/organ) accompaniment suggests a Romantic-era salon miniature, genre convention only"
II268,II268,AoS1,Baroque music,instrumentation convention,medium,oboe/bassoon + harpsichord continuo - Baroque trio-sonata texture
II270,II270,AoS1,Baroque music,instrumentation convention,medium,oboe/bassoon + harpsichord continuo - Baroque trio-sonata texture
II271,II271,AoS1,Baroque music,instrumentation convention,medium,oboe/bassoon + harpsichord continuo - Baroque trio-sonata texture
II272,II272,AoS1,Baroque music,instrumentation convention,medium,oboe/bassoon + harpsichord continuo - Baroque trio-sonata texture
II273,II273,AoS1,Baroque music,instrumentation convention,medium,oboe/bassoon + harpsichord continuo - Baroque trio-sonata texture
II274,II274,AoS1,Baroque music,instrumentation convention,medium,oboe/bassoon + harpsichord continuo - Baroque trio-sonata texture
II275,II275,AoS1,Baroque music,instrumentation convention,medium,oboe/bassoon + harpsichord continuo - Baroque trio-sonata texture
II276,II276,AoS1,Baroque music,work title,high,HWV catalogue number (Handel)
II277,II277,AoS1,Baroque music,work title,high,HWV catalogue number (Handel)
II278,II278,AoS1,Baroque music,work title,high,HWV catalogue number (Handel)
II279,II279,AoS1,Baroque music,work title,high,HWV catalogue number (Handel)
II280,II280,AoS1,Baroque music,work title,high,HWV catalogue number (Handel)
II281,II281,AoS1,Baroque music,work title,high,HWV catalogue number (Handel)
II282,II282,AoS1,Baroque music,work title,high,HWV catalogue number (Handel)
II284,II284,AoS1,Baroque music,work title,high,HWV catalogue number (Handel)
II265K,II265K,AoS3,Romantic music,instrumentation convention,medium,"oboe + piano character piece; piano (not harpsichord/organ) accompaniment suggests a Romantic-era salon miniature, genre convention only"
II271K,II271K,AoS1,Baroque music,instrumentation convention,medium,oboe/bassoon + harpsichord continuo - Baroque trio-sonata texture
II275B,II275B,AoS1,Baroque music,instrumentation convention,medium,oboe/bassoon + harpsichord continuo - Baroque trio-sonata texture
II326,II326,AoS5,Music for dance,instrument identity,high,the tango instrument
II327,II327,AoS6,Music for small ensemble,instrument identity,high,Hindustani classical instrument
II328,II328,AoS6,Music for small ensemble,instrument identity,high,Hindustani classical instrument
II332,II332,AoS6,Music for small ensemble,instrument identity,high,Chinese silk and bamboo tradition instrument
II333,II333,AoS6,Music for small ensemble,instrument identity,high,Chinese silk and bamboo tradition instrument
II334,II334,AoS6,Music for small ensemble,instrument identity,high,Balinese gamelan
II335,II335,AoS6,Music for small ensemble,instrument identity,high,Chinese silk and bamboo tradition instrument
II336,II336,AoS6,Music for small ensemble,instrument identity,medium,Japanese traditional instrument; closest fit to AoS6's small-ensemble world traditions
II337,II337,AoS6,Music for small ensemble,instrument identity,medium,part of the same curated world-instruments batch (II326-344); no more specific tradition identified
II338,II338,AoS6,Music for small ensemble,instrument identity,medium,part of the same curated world-instruments batch; no more specific AoS4-7 category fits Afro-Brazilian/African percussion
II339,II339,AoS5,Music for dance,instrument identity,medium,"Latin dance percussion, closest fit to AoS5's salsa focus area"
II340,II340,AoS6,Music for small ensemble,instrument identity,medium,used in both Arab and Indonesian gamelan contexts; small-ensemble world tradition
II341,II341,AoS6,Music for small ensemble,instrument identity,high,Hindustani classical instrument
II342,II342,AoS6,Music for small ensemble,instrument identity,medium,Japanese traditional instrument; closest fit to AoS6's small-ensemble world traditions
II343,II343,AoS6,Music for small ensemble,instrument identity,high,Hindustani classical instrument
II392,II392,AoS6,Music for small ensemble,instrument identity,high,Hindustani classical instrument
II396,II396,AoS6,Music for small ensemble,instrument identity,high,Arab takht ensemble instrument
EXL001-Q01,EXL001,AoS1,Baroque music,composer/genre (extract-level),high,"Albinoni, Baroque oboe concerto"
EXL001-Q02,EXL001,AoS1,Baroque music,composer/genre (extract-level),high,"Albinoni, Baroque oboe concerto"
EXL001-Q03,EXL001,AoS1,Baroque music,composer/genre (extract-level),high,"Albinoni, Baroque oboe concerto"
EXL001-Q04,EXL001,AoS1,Baroque music,composer/genre (extract-level),high,"Albinoni, Baroque oboe concerto"
EXL001-Q05,EXL001,AoS1,Baroque music,composer/genre (extract-level),high,"Albinoni, Baroque oboe concerto"
EXL001-Q06,EXL001,AoS1,Baroque music,composer/genre (extract-level),high,"Albinoni, Baroque oboe concerto"
EXL001-Q07,EXL001,AoS1,Baroque music,composer/genre (extract-level),high,"Albinoni, Baroque oboe concerto"
EXL002-Q01,EXL002,AoS3,Romantic music,composer/genre (extract-level),high,"Grieg, Romantic"
EXL002-Q02,EXL002,AoS3,Romantic music,composer/genre (extract-level),high,"Grieg, Romantic"
EXL002-Q03,EXL002,AoS3,Romantic music,composer/genre (extract-level),high,"Grieg, Romantic"
EXL002-Q04,EXL002,AoS3,Romantic music,composer/genre (extract-level),high,"Grieg, Romantic"
EXL002-Q05,EXL002,AoS3,Romantic music,composer/genre (extract-level),high,"Grieg, Romantic"
EXL002-Q06,EXL002,AoS3,Romantic music,composer/genre (extract-level),high,"Grieg, Romantic"
EXL002-Q07,EXL002,AoS3,Romantic music,composer/genre (extract-level),high,"Grieg, Romantic"
EXL002-Q08,EXL002,AoS3,Romantic music,composer/genre (extract-level),high,"Grieg, Romantic"
EXL003-Q01,EXL003,AoS3,Romantic music,composer/genre (extract-level),high,"Grieg, Romantic"
EXL003-Q02,EXL003,AoS3,Romantic music,composer/genre (extract-level),high,"Grieg, Romantic"
EXL003-Q03,EXL003,AoS3,Romantic music,composer/genre (extract-level),high,"Grieg, Romantic"
EXL003-Q05,EXL003,AoS3,Romantic music,composer/genre (extract-level),high,"Grieg, Romantic"
EXL003-Q06,EXL003,AoS3,Romantic music,composer/genre (extract-level),high,"Grieg, Romantic"
EXL003-Q07,EXL003,AoS3,Romantic music,composer/genre (extract-level),high,"Grieg, Romantic"
EXL003-Q08,EXL003,AoS3,Romantic music,composer/genre (extract-level),high,"Grieg, Romantic"
EXL003-Q09,EXL003,AoS3,Romantic music,composer/genre (extract-level),high,"Grieg, Romantic"
EXL004-Q01,EXL004,AoS6,Music for small ensemble,composer/genre (extract-level),high,"Hindustani classical, sitar+tabla"
EXL004-Q02,EXL004,AoS6,Music for small ensemble,composer/genre (extract-level),high,"Hindustani classical, sitar+tabla"
EXL004-Q03,EXL004,AoS6,Music for small ensemble,composer/genre (extract-level),high,"Hindustani classical, sitar+tabla"
EXL004-Q04,EXL004,AoS6,Music for small ensemble,composer/genre (extract-level),high,"Hindustani classical, sitar+tabla"
EXL004-Q05,EXL004,AoS6,Music for small ensemble,composer/genre (extract-level),high,"Hindustani classical, sitar+tabla"
EXL004-Q06,EXL004,AoS6,Music for small ensemble,composer/genre (extract-level),high,"Hindustani classical, sitar+tabla"
EXL004-Q07,EXL004,AoS6,Music for small ensemble,composer/genre (extract-level),high,"Hindustani classical, sitar+tabla"
EXL005-Q01,EXL005,AoS5,Music for dance,composer/genre (extract-level),high,EDM
EXL005-Q02,EXL005,AoS5,Music for dance,composer/genre (extract-level),high,EDM
EXL005-Q03,EXL005,AoS5,Music for dance,composer/genre (extract-level),high,EDM
EXL005-Q04,EXL005,AoS5,Music for dance,composer/genre (extract-level),high,EDM
EXL005-Q05,EXL005,AoS5,Music for dance,composer/genre (extract-level),high,EDM
EXL005-Q06,EXL005,AoS5,Music for dance,composer/genre (extract-level),high,EDM
EXL005-Q07,EXL005,AoS5,Music for dance,composer/genre (extract-level),high,EDM
EXL005-Q08,EXL005,AoS5,Music for dance,composer/genre (extract-level),high,EDM
EXL006-Q01,EXL006,AoS2,Classical music,composer/genre (extract-level),high,"Mozart, Classical"
EXL006-Q02,EXL006,AoS2,Classical music,composer/genre (extract-level),high,"Mozart, Classical"
EXL006-Q03,EXL006,AoS2,Classical music,composer/genre (extract-level),high,"Mozart, Classical"
EXL006-Q04,EXL006,AoS2,Classical music,composer/genre (extract-level),high,"Mozart, Classical"
EXL006-Q05,EXL006,AoS2,Classical music,composer/genre (extract-level),high,"Mozart, Classical"
EXL006-Q06,EXL006,AoS2,Classical music,composer/genre (extract-level),high,"Mozart, Classical"
EXL006-Q07,EXL006,AoS2,Classical music,composer/genre (extract-level),high,"Mozart, Classical"
EXL006-Q08,EXL006,AoS2,Classical music,composer/genre (extract-level),high,"Mozart, Classical"
EXL007-Q01,EXL007,AoS4,Music and words,composer/genre (extract-level),high,"Josh Woodward, contemporary singer-songwriter"
EXL007-Q02,EXL007,AoS4,Music and words,composer/genre (extract-level),high,"Josh Woodward, contemporary singer-songwriter"
EXL007-Q03,EXL007,AoS4,Music and words,composer/genre (extract-level),high,"Josh Woodward, contemporary singer-songwriter"
EXL007-Q04,EXL007,AoS4,Music and words,composer/genre (extract-level),high,"Josh Woodward, contemporary singer-songwriter"
EXL007-Q05,EXL007,AoS4,Music and words,composer/genre (extract-level),high,"Josh Woodward, contemporary singer-songwriter"
EXL007-Q06,EXL007,AoS4,Music and words,composer/genre (extract-level),high,"Josh Woodward, contemporary singer-songwriter"
EXL007-Q07,EXL007,AoS4,Music and words,composer/genre (extract-level),high,"Josh Woodward, contemporary singer-songwriter"
EXL008-Q01,EXL008,AoS2,Classical music,composer/genre (extract-level),medium,"Beethoven Symphony No. 8 - catalogued as 'Classical symphonic movement'/'Classical' period (lighter, Haydn-esque, atypical of his more Romantic-leaning works), overriding the usual Beethoven AoS3 default"
EXL008-Q02,EXL008,AoS2,Classical music,composer/genre (extract-level),medium,"Beethoven Symphony No. 8 - catalogued as 'Classical symphonic movement'/'Classical' period (lighter, Haydn-esque, atypical of his more Romantic-leaning works), overriding the usual Beethoven AoS3 default"
EXL008-Q03,EXL008,AoS2,Classical music,composer/genre (extract-level),medium,"Beethoven Symphony No. 8 - catalogued as 'Classical symphonic movement'/'Classical' period (lighter, Haydn-esque, atypical of his more Romantic-leaning works), overriding the usual Beethoven AoS3 default"
EXL008-Q04,EXL008,AoS2,Classical music,composer/genre (extract-level),medium,"Beethoven Symphony No. 8 - catalogued as 'Classical symphonic movement'/'Classical' period (lighter, Haydn-esque, atypical of his more Romantic-leaning works), overriding the usual Beethoven AoS3 default"
EXL008-Q05,EXL008,AoS2,Classical music,composer/genre (extract-level),medium,"Beethoven Symphony No. 8 - catalogued as 'Classical symphonic movement'/'Classical' period (lighter, Haydn-esque, atypical of his more Romantic-leaning works), overriding the usual Beethoven AoS3 default"
EXL008-Q06,EXL008,AoS2,Classical music,composer/genre (extract-level),medium,"Beethoven Symphony No. 8 - catalogued as 'Classical symphonic movement'/'Classical' period (lighter, Haydn-esque, atypical of his more Romantic-leaning works), overriding the usual Beethoven AoS3 default"
