clip_id,title_work,composer_creator,performer,source_collection,source_url,licence,evidence_status,local_audio_file,clip_start_seconds,duration_seconds,notes
TT071,"Peer Gynt Suite No. 1, Op. 46, I. Morning Mood",Edvard Grieg,Musopen Symphony Orchestra,Musopen Collection hosted by Internet Archive,https://archive.org/details/MusopenCollectionAsFlac,Public Domain Mark 1.0 / Musopen public-domain recording collection,Rights evidence required before commercial release,audio/TT071.mp3,0,11,"Recording supplied through the Musopen Collection hosted by Internet Archive and marked Public Domain Mark 1.0. Commercial use is permitted. Retain the exact item page, direct audio URL and recording-specific evidence screenshot in the EchoAural rights record."
TT072,"Symphony No. 4 in A major, Op. 90 ‘Italian’, IV. Saltarello: Presto",Felix Mendelssohn,Musopen Symphony Orchestra,Musopen Collection hosted by Internet Archive,https://archive.org/details/MusopenCollectionAsFlac,Public Domain Mark 1.0 / Musopen public-domain recording collection,Rights evidence required before commercial release,audio/TT072.mp3,25,11,"Recording supplied through the Musopen Collection hosted by Internet Archive and marked Public Domain Mark 1.0. Commercial use is permitted. Retain the exact item page, direct audio URL and recording-specific evidence screenshot in the EchoAural rights record."
TT073,"Peer Gynt Suite No. 1, Op. 46, II. The Death of Åse",Edvard Grieg,Musopen Symphony Orchestra,Musopen Collection hosted by Internet Archive,https://archive.org/details/MusopenCollectionAsFlac,Public Domain Mark 1.0 / Musopen public-domain recording collection,Rights evidence required before commercial release,audio/TT073.mp3,0,11,"Recording supplied through the Musopen Collection hosted by Internet Archive and marked Public Domain Mark 1.0. Commercial use is permitted. Retain the exact item page, direct audio URL and recording-specific evidence screenshot in the EchoAural rights record."
TT075,"Partita in A minor for solo flute, BWV 1013, II. Courante",J. S. Bach,"Scott Goff, flute",Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Bach_-_Partita_For_Solo_Flute_-_Modern_Flute_-_2._Courante.ogg,CC BY-SA 2.0 / EFF Open Audio-compatible,Rights evidence required before commercial release,audio/TT075.mp3,8,11,Credit Scott Goff and the Al Goldstein/Pandora Music source; link CC BY-SA 2.0; state that the audio was edited.
TT076,"Peer Gynt Suite No. 1, Op. 46, IV. In the Hall of the Mountain King",Edvard Grieg,Musopen Symphony Orchestra,Musopen Collection hosted by Internet Archive,https://archive.org/details/MusopenCollectionAsFlac,Public Domain Mark 1.0 / Musopen public-domain recording collection,Rights evidence required before commercial release,audio/TT076.mp3,0,11,"Recording supplied through the Musopen Collection hosted by Internet Archive and marked Public Domain Mark 1.0. Commercial use is permitted. Retain the exact item page, direct audio URL and recording-specific evidence screenshot in the EchoAural rights record."
TT077,"The Well-Tempered Clavier, Book I: Fugue No. 9 in E major, BWV 854",J. S. Bach,Kimiko Ishizaka,Open Well-Tempered Clavier / Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Kimiko_Ishizaka_-_Bach_-_Well-Tempered_Clavier,_Book_1_-_18_Fugue_No._9_in_E_major,_BWV_854.ogg",CC0 1.0,Rights evidence required before commercial release,audio/TT077.mp3,24,11,Recording performed by Kimiko Ishizaka and released under CC0 1.0 through the Open Well-Tempered Clavier project. Credit is still recommended in EchoAural's source record.
TT078,"Partita in A minor for solo flute, BWV 1013, III. Sarabande",J. S. Bach,"Scott Goff, flute",Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Bach_-_Partita_For_Solo_Flute_-_Modern_Flute_-_3._Sarabande.ogg,CC BY-SA 2.0 / EFF Open Audio-compatible,Rights evidence required before commercial release,audio/TT078.mp3,18,11,Credit Scott Goff and the Al Goldstein/Pandora Music source; link CC BY-SA 2.0; state that the audio was edited.
TT079,"String Quartet in D major, Hob.III:63, Op.64 No.5 ‘The Lark’, I. Allegro moderato",Joseph Haydn,Musopen String Quartet,Musopen Collection hosted by Internet Archive,https://archive.org/details/MusopenCollectionAsFlac,Public Domain Mark 1.0 / Musopen public-domain recording collection,Rights evidence required before commercial release,audio/TT079.mp3,5,11,"Recording supplied through the Musopen Collection hosted by Internet Archive and marked Public Domain Mark 1.0. Commercial use is permitted. Retain the exact item page, direct audio URL and recording-specific evidence screenshot in the EchoAural rights record."
TT080,"Symphony No. 40 in G minor, K.550, IV. Allegro assai",W. A. Mozart,Musopen Symphony Orchestra,Musopen Collection hosted by Internet Archive,https://archive.org/details/MusopenCollectionAsFlac,Public Domain Mark 1.0 / Musopen public-domain recording collection,Rights evidence required before commercial release,audio/TT080.mp3,31,11,"Recording supplied through the Musopen Collection hosted by Internet Archive and marked Public Domain Mark 1.0. Commercial use is permitted. Retain the exact item page, direct audio URL and recording-specific evidence screenshot in the EchoAural rights record."
TT081,"Partita in A minor for solo flute, BWV 1013, IV. Bourrée anglaise",J. S. Bach,"Scott Goff, flute",Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Bach_-_Partita_For_Solo_Flute_-_Modern_Flute_-_4._Bouree.ogg,CC BY-SA 2.0 / EFF Open Audio-compatible,Rights evidence required before commercial release,audio/TT081.mp3,6,11,Credit Scott Goff and the Al Goldstein/Pandora Music source; link CC BY-SA 2.0; state that the audio was edited.
TT082,"String Quartet in D major, Hob.III:63, Op.64 No.5 ‘The Lark’, II. Adagio cantabile",Joseph Haydn,Musopen String Quartet,Musopen Collection hosted by Internet Archive,https://archive.org/details/MusopenCollectionAsFlac,Public Domain Mark 1.0 / Musopen public-domain recording collection,Rights evidence required before commercial release,audio/TT082.mp3,0,11,"Recording supplied through the Musopen Collection hosted by Internet Archive and marked Public Domain Mark 1.0. Commercial use is permitted. Retain the exact item page, direct audio URL and recording-specific evidence screenshot in the EchoAural rights record."
TT083,"Brandenburg Concerto No. 3 in G major, BWV 1048, III. Allegro",J. S. Bach,Advent Chamber Orchestra / performers listed on source page,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Bach_-_Brandenburg_Concerto_No._3_-_3._Allegro.ogg,CC BY-SA 2.0,Rights evidence required before commercial release,audio/TT083.mp3,22,11,Credit the ensemble and performers on the Commons page; link CC BY-SA 2.0; state that the excerpt was edited.
TT084,"String Quartet in D major, Hob.III:63, Op.64 No.5 ‘The Lark’, III. Menuetto",Joseph Haydn,Musopen String Quartet,Musopen Collection hosted by Internet Archive,https://archive.org/details/MusopenCollectionAsFlac,Public Domain Mark 1.0 / Musopen public-domain recording collection,Rights evidence required before commercial release,audio/TT084.mp3,0,11,"Recording supplied through the Musopen Collection hosted by Internet Archive and marked Public Domain Mark 1.0. Commercial use is permitted. Retain the exact item page, direct audio URL and recording-specific evidence screenshot in the EchoAural rights record."
TT085,"Symphony No. 4 in A major, Op. 90 ‘Italian’, I. Allegro vivace",Felix Mendelssohn,Musopen Symphony Orchestra,Musopen Collection hosted by Internet Archive,https://archive.org/details/MusopenCollectionAsFlac,Public Domain Mark 1.0 / Musopen public-domain recording collection,Rights evidence required before commercial release,audio/TT085.mp3,0,11,"Recording supplied through the Musopen Collection hosted by Internet Archive and marked Public Domain Mark 1.0. Commercial use is permitted. Retain the exact item page, direct audio URL and recording-specific evidence screenshot in the EchoAural rights record."
TT086,"Symphony No. 4 in A major, Op. 90 ‘Italian’, II. Andante con moto",Felix Mendelssohn,Musopen Symphony Orchestra,Musopen Collection hosted by Internet Archive,https://archive.org/details/MusopenCollectionAsFlac,Public Domain Mark 1.0 / Musopen public-domain recording collection,Rights evidence required before commercial release,audio/TT086.mp3,8,11,"Recording supplied through the Musopen Collection hosted by Internet Archive and marked Public Domain Mark 1.0. Commercial use is permitted. Retain the exact item page, direct audio URL and recording-specific evidence screenshot in the EchoAural rights record."
TT087,"Syrinx, L. 129, Solo flute extract",Claude Debussy,"Sarah Bassingthwaite, flute",Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Debussy_-_Syrinx.ogg,CC BY-SA 2.0 / EFF Open Audio License,Rights evidence required before commercial release,audio/TT087.mp3,28,11,Credit Sarah Bassingthwaite and the Al Goldstein/Pandora Music source; link CC BY-SA 2.0; state that the audio was edited.
TT088,"Symphony No. 4 in A major, Op. 90 ‘Italian’, III. Con moto moderato",Felix Mendelssohn,Musopen Symphony Orchestra,Musopen Collection hosted by Internet Archive,https://archive.org/details/MusopenCollectionAsFlac,Public Domain Mark 1.0 / Musopen public-domain recording collection,Rights evidence required before commercial release,audio/TT088.mp3,0,11,"Recording supplied through the Musopen Collection hosted by Internet Archive and marked Public Domain Mark 1.0. Commercial use is permitted. Retain the exact item page, direct audio URL and recording-specific evidence screenshot in the EchoAural rights record."
TT089,"The Well-Tempered Clavier, Book I: Fugue No. 16 in G minor, BWV 861",J. S. Bach,Kimiko Ishizaka,Open Well-Tempered Clavier / Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Kimiko_Ishizaka_-_Bach_-_Well-Tempered_Clavier,_Book_1_-_32_Fugue_No._16_in_G_minor,_BWV_861.ogg",CC0 1.0,Rights evidence required before commercial release,audio/TT089.mp3,30,11,Recording performed by Kimiko Ishizaka and released under CC0 1.0 through the Open Well-Tempered Clavier project. Credit is still recommended in EchoAural's source record.
TT090,"Caprice No. 5, Solo violin extract",Niccolò Paganini,"David Hernando Vitores, violin",Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Niccol%C3%B2_Paganini_-_Caprice_No.5_-_David_Hernando_Vitores.ogg,CC BY-SA 4.0,Rights evidence required before commercial release,audio/TT090.mp3,34,11,Credit David Hernando Vitores; link CC BY-SA 4.0; state that the audio was edited; retain share-alike terms for the adapted clip.
TT091,"Symphony No. 40 in G minor, K.550, I. Molto allegro",W. A. Mozart,Musopen Symphony Orchestra,Musopen Collection hosted by Internet Archive,https://archive.org/details/MusopenCollectionAsFlac,Public Domain Mark 1.0 / Musopen public-domain recording collection,Rights evidence required before commercial release,audio/TT091.mp3,0,11,"Recording supplied through the Musopen Collection hosted by Internet Archive and marked Public Domain Mark 1.0. Commercial use is permitted. Retain the exact item page, direct audio URL and recording-specific evidence screenshot in the EchoAural rights record."
TT093,"Symphony No. 40 in G minor, K.550, II. Andante",W. A. Mozart,Musopen Symphony Orchestra,Musopen Collection hosted by Internet Archive,https://archive.org/details/MusopenCollectionAsFlac,Public Domain Mark 1.0 / Musopen public-domain recording collection,Rights evidence required before commercial release,audio/TT093.mp3,0,11,"Recording supplied through the Musopen Collection hosted by Internet Archive and marked Public Domain Mark 1.0. Commercial use is permitted. Retain the exact item page, direct audio URL and recording-specific evidence screenshot in the EchoAural rights record."
TT095,"Symphony No. 40 in G minor, K.550, III. Menuetto",W. A. Mozart,Musopen Symphony Orchestra,Musopen Collection hosted by Internet Archive,https://archive.org/details/MusopenCollectionAsFlac,Public Domain Mark 1.0 / Musopen public-domain recording collection,Rights evidence required before commercial release,audio/TT095.mp3,0,11,"Recording supplied through the Musopen Collection hosted by Internet Archive and marked Public Domain Mark 1.0. Commercial use is permitted. Retain the exact item page, direct audio URL and recording-specific evidence screenshot in the EchoAural rights record."
TT097,"Symphony No. 6 in B minor, Op. 74 ‘Pathétique’, II. Allegro con grazia",Pyotr Ilyich Tchaikovsky,Musopen Symphony Orchestra,Musopen Collection hosted by Internet Archive,https://archive.org/details/MusopenCollectionAsFlac,Public Domain Mark 1.0 / Musopen public-domain recording collection,Rights evidence required before commercial release,audio/TT097.mp3,0,11,"Recording supplied through the Musopen Collection hosted by Internet Archive and marked Public Domain Mark 1.0. Commercial use is permitted. Retain the exact item page, direct audio URL and recording-specific evidence screenshot in the EchoAural rights record."
TT098,"Symphony No. 6 in B minor, Op. 74 ‘Pathétique’, III. Allegro molto vivace",Pyotr Ilyich Tchaikovsky,Musopen Symphony Orchestra,Musopen Collection hosted by Internet Archive,https://archive.org/details/MusopenCollectionAsFlac,Public Domain Mark 1.0 / Musopen public-domain recording collection,Rights evidence required before commercial release,audio/TT098.mp3,5,11,"Recording supplied through the Musopen Collection hosted by Internet Archive and marked Public Domain Mark 1.0. Commercial use is permitted. Retain the exact item page, direct audio URL and recording-specific evidence screenshot in the EchoAural rights record."
TT099,"Wachet auf, BWV 140 – Chorale 7",J. S. Bach,MIT Concert Choir,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Bach_-_cantata_140._7._chorale.ogg,CC BY-SA 2.0,Suggested – audition before release,audio/TT099.mp3,4,14,A deliberately plain first example: focus on the shared rhythm of the four vocal parts.
TT100,Ave verum corpus,Mozart / choral tradition,Cwmbach Male Voice Choir,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Ave_verum_Corpus_-_Cwmbach_Male_Voice_Choir.ogg,CC BY-SA 3.0,Suggested – audition before release,audio/TT100.mp3,2,14,Clear block-chord sonority; students should not call it monophonic merely because one text is sung.
TT101,Amazing Grace,Traditional hymn,Choir recording on Wikimedia Commons,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Amazing_Grace_-_Choir.ogg,CC BY-SA 3.0,Suggested – audition before release,audio/TT101.mp3,5,14,Basic hymn-style example with parts supporting the same text and rhythm.
TT105,"Nocturne in E-flat major, Op. 9 No. 2",Frédéric Chopin,Musopen collection performer,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Nocturne_Op._9_no._2_in_E_flat_major.mp3,CC0,Suggested – audition before release,audio/TT105.mp3,3,14,Very clear right-hand melody over patterned accompaniment.
TT108,Gymnopédie No. 3,Erik Satie,Teknopazzo,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Gymnop%C3%A9die_no.3.ogg,CC0,Suggested – audition before release,audio/TT108.mp3,2,14,Simple spacing and slow pace make the layers easy to hear.
TT109,Spanish Romance,Traditional,Alisa Gladyseva,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Romanza_espa%C3%B1ola.ogg,CC0 1.0 / Free Art Licence,Suggested – audition before release,audio/TT109.mp3,4,14,Important corrective: one performer can create more than one textural layer.
TT111,"Two-Part Invention No. 8, BWV 779",J. S. Bach,Live piano recording,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:J.S._Bach's_Invention_8_(BWV_779)_on_piano.ogg,CC0,Suggested – audition before release,audio/TT111.mp3,1,14,Opening entries are clear and lightly scored.
TT112,"Two-Part Invention No. 8, BWV 779 – harpsichord",J. S. Bach,Live harpsichord recording,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:J.S._Bach's_Invention_8_(BWV_779)_on_harpsichord.ogg,CC0,Suggested – audition before release,audio/TT112.mp3,15,14,Same compositional idea with a different timbre and later passage; useful discrimination practice.
TT113,Two-Part Invention No. 10 in G major,J. S. Bach,Jason M. live recording,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:G_Major_-_10th_2-parts_Invention,_Bach.ogg",CC0,Suggested – audition before release,audio/TT113.mp3,0,14,Focus the answer on imitation rather than demanding the term fugue.
TT114,Songs Without Words – Duet,Felix Mendelssohn,Commons recording,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Mendelssohn_-_Songs_Without_Words_Duet.ogg,CC BY-SA 4.0,Suggested – audition before release,audio/TT114.mp3,6,14,A gentle example of countermelody without dense Baroque counterpoint.
TT115,"Wachet auf, BWV 140 – Duet",J. S. Bach,MIT Concert Choir soloists,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Bach_-_cantata_140._6._duet.ogg,CC BY-SA 2.0,Suggested – audition before release,audio/TT115.mp3,8,14,The two timbres help students follow each line separately.
TT116,Frère Jacques – canon,Traditional,Flopinot2012,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Frere_Jacques_-_canon.ogg,CC BY-SA 3.0,Suggested – audition before release,audio/TT116.mp3,0,14,The clearest possible introductory round.
TT117,Tallis's Canon,Thomas Tallis,Makemi recording,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Tallis_Canon.ogg,CC BY-SA 3.0 / GFDL,Suggested – audition before release,audio/TT117.mp3,3,14,More sustained than Frère Jacques but still transparent.
TT118,"Sonata for Two Pianos in D major, K. 448 – first movement",W. A. Mozart,Commons live recording,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Mozart_K448.ogg,CC BY-SA 3.0 / GFDL,Suggested – audition before release,audio/TT118.mp3,4,14,Broadens polyphony beyond voices and Bach.
TT120,"Christmas Concerto, Op. 6 No. 8 – part 1",Arcangelo Corelli,Advent Chamber Orchestra,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Corelli_-_Concerto_Grosso_in_G_minor_-_Christmas_Concerto_-_part_1.ogg,CC BY-SA 2.0 / EFF Open Audio,Suggested – audition before release,audio/TT120.mp3,20,14,Use a passage where concertino lines remain individually audible.
TT121,Bali xylophone duet,Balinese traditional,Two Balinese musicians; thedialogueproject recording,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Bali_xylophone.ogg,CC0,Suggested – audition before release,audio/TT121.mp3,3,14,"A modern, close-miked example. Confirm the selected passage clearly contains simultaneous variants."
TT122,Gendér Wayang,Balinese traditional,Historic 1928 gamelan recording,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Gend%C3%A9r_Wayang_(1928).ogg,Public domain,Suggested – audition before release,audio/TT122.mp3,8,14,Teacher note: ethnomusicological descriptions may also use stratified polyphony; accept a well-justified answer.
TT123,Gamelan Anklung Berong Pengetjet,Balinese traditional,Historic 1931 recording,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Gamelan_Anklung_Berong_Pengetjet_(1931).ogg,Public domain,Suggested – audition before release,audio/TT123.mp3,12,14,Builds precision and discourages calling every multi-part ensemble homophonic.
TT124,Gamelan Gong Lagu Kebiar,Balinese traditional,Historic 1931 recording,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Gamelan_Gong_Lagu_Kebiar_(1931).ogg,Public domain,Suggested – audition before release,audio/TT124.mp3,18,14,Select a stable passage rather than a sudden transition.
TT125,Samaii Hijaz Kar Kurdi,Arabic / Ottoman traditional repertoire,Historic ensemble recording,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Samaii_Hijaz_Kar_Kurdi_(c._1926).ogg,Public domain,Suggested – audition before release,audio/TT125.mp3,10,14,Use to prevent heterophony becoming synonymous only with gamelan.
TT127,"Prelude and Fugue in B-flat minor, BWV 891 – fugue section",J. S. Bach,Maria Pan'kiv,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Bach-WTC-2-22.ogg,CC BY-SA 3.0,Suggested – audition before release,audio/TT127.mp3,120,14,"Start must be adjusted to the fugue, not the prelude; script timing is a provisional marker."
TT128,"Little Fugue in G minor, BWV 578",J. S. Bach,Formanavt,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:J.S.Bach_%E2%80%93_BWV_578.oga,Public domain dedication,Suggested – audition before release,audio/TT128.mp3,0,14,Second and final fugue in the new bank.
TT130,Spem in alium – extract,Thomas Tallis,Janet Cardiff installation recording,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Spem_in_alium.ogg,CC BY-SA 3.0,Suggested – audition before release,audio/TT130.mp3,25,14,Students need not identify forty parts; reward recognition of dense independent layers.
TT131,Mass for Four Voices – Agnus Dei,William Byrd,Ensemble Morales,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Byrd_4-Part_Mass_-_Agnus_Dei.ogg,CC BY 3.0,Suggested – audition before release,audio/TT131.mp3,12,14,Clear Renaissance contrast with the homophonic choir clips.
TT132,Mass for Four Voices – Credo,William Byrd,Ensemble Morales,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Byrd_4-Part_Mass_-_Credo.ogg,CC BY 3.0,Suggested – audition before release,audio/TT132.mp3,20,14,Choose a passage with staggered text entries rather than a chordal declamation.
TT133,O vos omnes,Jachet of Mantua,dwsChorale,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Jachet_O_vos_omnes_sung_by_the_dwsChorale.ogg,CC BY-SA 3.0 / GFDL,Suggested – audition before release,audio/TT133.mp3,15,14,A new composer and sound-world for EA.
TT134,Mass for Four Voices – Sanctus,William Byrd,Ensemble Morales,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Byrd_4-Part_Mass_-_Sanctus.ogg,CC BY 3.0,Suggested – audition before release,audio/TT134.mp3,10,14,Designed to test understanding rather than recognition of a named form.
TT135,Spem in alium – antiphonal extract,Thomas Tallis,Janet Cardiff installation recording,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Spem_in_alium.ogg,CC BY-SA 3.0,Suggested – audition before release,audio/TT135.mp3,55,14,Use a different extract from TT130 where choir-to-choir exchange is especially clear.
TT136,"Kyrie, Op. 5 for double choir",Jonathan Little,Thomas Tallis Society Choir,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Kyrie_-_Jonathan_Little.ogg,CC BY-SA 3.0 / GFDL,Suggested – audition before release,audio/TT136.mp3,18,14,Modern double-choir example; composition rights are handled by the Commons licence.
TT139,Raga Malkounsa,Hindustani classical tradition,Historic recording assessed public domain,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Raga_Malkounsa.ogg,Public domain,Suggested – audition before release,audio/TT139.mp3,12,14,Choose a passage with the drone clearly audible under the solo line.
TT140,The Skye Boat Song,Scottish traditional,Clan Stewart Pipe Band,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Skye_Boat_Song.ogg,CC BY-SA 2.0 / EFF Open Audio Licence,Suggested – audition before release,audio/TT140.mp3,5,14,An unmistakable instrumental drone example.
TT147,"Piano Sonata No. 12 in F major, K.332",W. A. Mozart,La Pianista,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Mozart_-_Piano_Sonata_No._12_in_F_Major,_K._332_-_II._Adagio.ogg",CC BY-SA 3.0,,audio/TT147.mp3,0,18,
TT148,"Nocturne in F sharp major, Op. 15 No. 2",Frédéric Chopin,Vadim Chaimovich,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Chopin_-_Nocturne_Op._15_no._2_in_F_sharp_major.ogg,CC0 1.0,,audio/TT148.mp3,0,19,
TT149,Battle Hymn of the Republic,William Steffe (tune) / Julia Ward Howe (words),"Welsh male choir, ""Gorau Corau Meibion Cymru / The Great Welsh Male Choirs"" (Sain Records, 1989)",Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Battle_Hymn_of_the_Republic_-_Choir.ogg,CC BY-SA 3.0,,audio/TT149.mp3,0,18,
TT150,Pater Noster (Vespers in honour of St Vincent Pallotti),Traditional (Gregorian chant),"Schola Gregoriana, Pallottine Seminary, Ołtarzew, Poland (dir. Fr. Dario Smolarek)",Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Schola_Gregoriana-Pater_Noster.ogg,CC BY-SA 3.0,,audio/TT150.mp3,0,18,
TT151,"Sonata No. 1 in G minor for solo violin, BWV 1001 (I. Adagio)",J. S. Bach,Unattributed performer (uploader-credited recording),Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:J._S._Bach_%E2%80%93_Violin_Sonata_No._1_in_G_minor,_BWV_1001,_I._Adagio.ogg",CC0 1.0,,audio/TT151.mp3,0,19,
TT152,Fantasia No. 8 for solo flute (TWV 40:2-13),Georg Philipp Telemann,David Hernando Vitores,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Georg_Philipp_Telemann_-_Fantasia_No_8_-_David_Hernando_Vitores.ogg,CC BY-SA 4.0,,audio/TT152.mp3,0,19,
TT153,,,,,,,NO LIVE QUESTION — audio file present but not wired to any approved question; rights not researched,audio/TT153.mp3,,,Orphaned file — verify before use
TT154,,,,,,,NO LIVE QUESTION — audio file present but not wired to any approved question; rights not researched,audio/TT154.mp3,,,Orphaned file — verify before use
TT155,,,,,,,NO LIVE QUESTION — audio file present but not wired to any approved question; rights not researched,audio/TT155.mp3,,,Orphaned file — verify before use
TT156,,,,,,,NO LIVE QUESTION — audio file present but not wired to any approved question; rights not researched,audio/TT156.mp3,,,Orphaned file — verify before use
TT157,,,,,,,NO LIVE QUESTION — audio file present but not wired to any approved question; rights not researched,audio/TT157.mp3,,,Orphaned file — verify before use
TT158,,,,,,,NO LIVE QUESTION — audio file present but not wired to any approved question; rights not researched,audio/TT158.mp3,,,Orphaned file — verify before use
TT159,,,,,,,NO LIVE QUESTION — audio file present but not wired to any approved question; rights not researched,audio/TT159.mp3,,,Orphaned file — verify before use
TT160,,,,,,,NO LIVE QUESTION — audio file present but not wired to any approved question; rights not researched,audio/TT160.mp3,,,Orphaned file — verify before use
TT161,,,,,,,NO LIVE QUESTION — audio file present but not wired to any approved question; rights not researched,audio/TT161.mp3,,,Orphaned file — verify before use
TT162,,,,,,,NO LIVE QUESTION — audio file present but not wired to any approved question; rights not researched,audio/TT162.mp3,,,Orphaned file — verify before use
TT163,,,,,,,NO LIVE QUESTION — audio file present but not wired to any approved question; rights not researched,audio/TT163.mp3,,,Orphaned file — verify before use
TT164,,,,,,,NO LIVE QUESTION — audio file present but not wired to any approved question; rights not researched,audio/TT164.mp3,,,Orphaned file — verify before use
TT165,,,,,,,NO LIVE QUESTION — audio file present but not wired to any approved question; rights not researched,audio/TT165.mp3,,,Orphaned file — verify before use
TT166,,,,,,,NO LIVE QUESTION — audio file present but not wired to any approved question; rights not researched,audio/TT166.mp3,,,Orphaned file — verify before use
TT167,,,,,,,NO LIVE QUESTION — audio file present but not wired to any approved question; rights not researched,audio/TT167.mp3,,,Orphaned file — verify before use
TT168,In the Steppes of Central Asia,Alexander Borodin,Czech National Symphony Orchestra (Musopen Kickstarter Collection),archive.org,https://archive.org/download/MusopenCollectionAsFlac/Borodin_InTheSteppesOfCentralAsia/AlexanderBorodin-InTheSteppesOfCentralAsia.mp3,"Public Domain Mark 1.0 (Musopen Kickstarter Collection, archive.org)",,audio/TT168.mp3,0,20,Source brief documents this as a sustained tonic/dominant pedal opening the piece (programme-note literature); labelled here as an inverted pedal per brief — worth a quick listening check to confirm register before shipping.
TT169,"Piano Sonata No. 16 in C major 'Sonata facile', K. 545 (I. Allegro, opening)",Wolfgang Amadeus Mozart,"Robin Alciatore, piano (Musopen)",Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Wolfgang_Amadeus_Mozart_-_sonata_no._16_in_c_major,_k.545_'sonata_facile'_-_i._allegro.ogg",Public Domain Mark 1.0 (Musopen recording hosted on Wikimedia Commons),,audio/TT169.mp3,0,20,
